#     WAVENUMBER        TRANSMISSION
   5832.62364465      0.99913525
   5832.63782901      0.99913508
   5832.65201342      0.99913493
   5832.66619778      0.99913470
   5832.68038219      0.99913445
   5832.69456655      0.99913423
   5832.70875096      0.99913393
   5832.72293532      0.99913363
   5832.73711967      0.99913330
   5832.75130403      0.99913293
   5832.76548839      0.99913257
   5832.77967286      0.99913221
   5832.79385722      0.99913180
   5832.80804157      0.99913136
   5832.82222593      0.99913089
   5832.83641028      0.99913039
   5832.85059464      0.99912986
   5832.86477911      0.99912931
   5832.87896347      0.99912875
   5832.89314783      0.99912814
   5832.90733218      0.99912753
   5832.92151654      0.99912690
   5832.93570089      0.99912623
   5832.94988537      0.99912558
   5832.96406972      0.99912489
   5832.97825408      0.99912413
   5832.99243844      0.99912338
   5833.00662279      0.99912254
   5833.02080727      0.99912168
   5833.03499162      0.99912083
   5833.04917598      0.99911991
   5833.06336033      0.99911896
   5833.07754469      0.99911795
   5833.09172904      0.99911691
   5833.10591352      0.99911582
   5833.12009788      0.99911473
   5833.13428223      0.99911357
   5833.14846659      0.99911239
   5833.16265094      0.99911114
   5833.17683530      0.99910987
   5833.19101977      0.99910856
   5833.20520413      0.99910715
   5833.21938848      0.99910565
   5833.23357284      0.99910411
   5833.24775720      0.99910251
   5833.26194167      0.99910084
   5833.27612603      0.99909913
   5833.29031038      0.99909726
   5833.30449474      0.99909529
   5833.31867909      0.99909325
   5833.33286345      0.99909114
   5833.34704792      0.99908893
   5833.36123228      0.99908661
   5833.37541664      0.99908417
   5833.38960099      0.99908160
   5833.40378535      0.99907894
   5833.41796982      0.99907608
   5833.43215418      0.99907307
   5833.44633853      0.99906985
   5833.46052289      0.99906645
   5833.47470725      0.99906288
   5833.48889160      0.99905912
   5833.50307608      0.99905511
   5833.51726043      0.99905079
   5833.53144479      0.99904620
   5833.54562914      0.99904131
   5833.55981350      0.99903607
   5833.57399786      0.99903047
   5833.58818233      0.99902444
   5833.60236669      0.99901787
   5833.61655104      0.99901075
   5833.63073540      0.99900302
   5833.64491975      0.99899460
   5833.65910423      0.99898537
   5833.67328858      0.99897522
   5833.68747294      0.99896396
   5833.70165730      0.99895142
   5833.71584177      0.99893735
   5833.73002601      0.99892138
   5833.74421048      0.99890306
   5833.75839472      0.99888187
   5833.77257919      0.99885704
   5833.78676367      0.99882753
   5833.80094790      0.99879172
   5833.81513238      0.99874724
   5833.82931662      0.99869031
   5833.84350109      0.99861491
   5833.85768557      0.99851067
   5833.87186980      0.99835861
   5833.88605428      0.99812342
   5833.90023851      0.99773330
   5833.91442299      0.99702177
   5833.92860723      0.99603015
   5833.94279170      0.99554406
   5833.95697618      0.99554144
   5833.97116041      0.99599480
   5833.98534489      0.99688148
   5833.99952912      0.99741226
   5834.01371360      0.99757190
   5834.02789807      0.99753630
   5834.04208231      0.99733294
   5834.05626678      0.99690932
   5834.07045102      0.99609216
   5834.08463550      0.99473530
   5834.09881997      0.99378457
   5834.11300421      0.99341823
   5834.12718868      0.99347189
   5834.14137292      0.99398618
   5834.15555739      0.99394805
   5834.16974163      0.99284963
   5834.18392611      0.99056453
   5834.19811058      0.98627875
   5834.21229482      0.97840362
   5834.22647929      0.97139930
   5834.24066353      0.96966345
   5834.25484800      0.97187828
   5834.26903248      0.97879452
   5834.28321671      0.98661063
   5834.29740119      0.99013697
   5834.31158543      0.99121168
   5834.32576990      0.99173255
   5834.33995438      0.99245276
   5834.35413861      0.99342571
   5834.36832309      0.99487550
   5834.38250732      0.99611969
   5834.39669180      0.99677032
   5834.41087604      0.99714105
   5834.42506051      0.99735895
   5834.43924499      0.99747598
   5834.45342922      0.99751354
   5834.46761370      0.99747411
   5834.48179793      0.99734343
   5834.49598241      0.99708161
   5834.51016688      0.99660246
   5834.52435112      0.99571501
   5834.53853559      0.99401892
   5834.55271983      0.99217273
   5834.56690431      0.99125857
   5834.58108878      0.99083197
   5834.59527302      0.99108944
   5834.60945749      0.99140748
   5834.62364173      0.99073240
   5834.63782620      0.99061457
   5834.65201044      0.99092998
   5834.66619492      0.99142278
   5834.68037939      0.99172441
   5834.69456363      0.99005974
   5834.70874810      0.98671458
   5834.72293234      0.98512706
   5834.73711681      0.98540379
   5834.75130129      0.98742741
   5834.76548553      0.99117414
   5834.77967000      0.99344258
   5834.79385424      0.99390762
   5834.80803871      0.99381773
   5834.82222319      0.99404360
   5834.83640742      0.99455680
   5834.85059190      0.99550256
   5834.86477613      0.99656790
   5834.87896061      0.99711707
   5834.89314485      0.99737515
   5834.90732932      0.99746953
   5834.92151380      0.99742600
   5834.93569803      0.99720637
   5834.94988251      0.99668007
   5834.96406674      0.99602656
   5834.97825122      0.99571664
   5834.99243569      0.99562800
   5835.00661993      0.99575858
   5835.02080441      0.99589499
   5835.03498864      0.99536433
   5835.04917312      0.99433462
   5835.06335759      0.99288393
   5835.07754183      0.99045099
   5835.09172630      0.98837789
   5835.10595703      0.98776794
   5835.12014141      0.98777050
   5835.13432579      0.98924155
   5835.14851016      0.99148907
   5835.16269454      0.99285488
   5835.17687891      0.99403371
   5835.19106329      0.99487910
   5835.20524767      0.99502498
   5835.21943205      0.99465727
   5835.23361643      0.99374154
   5835.24780080      0.99201834
   5835.26198518      0.98885840
   5835.27616955      0.98290117
   5835.29035392      0.97610130
   5835.30453831      0.97233338
   5835.31872268      0.97155405
   5835.33290707      0.97479856
   5835.34709144      0.97977228
   5835.36127582      0.98329633
   5835.37546021      0.98626241
   5835.38964456      0.98826625
   5835.40382895      0.99008683
   5835.41801333      0.99128369
   5835.43219769      0.99199888
   5835.44638208      0.99286217
   5835.46056646      0.99413967
   5835.47475082      0.99562140
   5835.48893520      0.99665941
   5835.50311959      0.99725205
   5835.51730397      0.99761732
   5835.53148833      0.99786504
   5835.54567271      0.99804265
   5835.55985710      0.99817511
   5835.57404146      0.99827692
   5835.58822584      0.99835667
   5835.60241023      0.99842005
   5835.61659461      0.99847070
   5835.63077897      0.99851118
   5835.64496338      0.99854319
   5835.65914774      0.99856793
   5835.67333210      0.99858631
   5835.68751651      0.99859889
   5835.70170087      0.99860603
   5835.71588522      0.99860776
   5835.73006964      0.99860389
   5835.74425399      0.99859395
   5835.75843835      0.99857732
   5835.77262276      0.99855275
   5835.78680712      0.99851855
   5835.80099148      0.99847225
   5835.81517589      0.99841014
   5835.82936025      0.99832669
   5835.84354460      0.99821345
   5835.85772902      0.99805695
   5835.87191337      0.99783439
   5835.88609779      0.99750629
   5835.90028214      0.99700145
   5835.91446650      0.99618502
   5835.92865092      0.99477935
   5835.94283527      0.99219003
   5835.95701963      0.98933658
   5835.97120404      0.98826168
   5835.98538840      0.98850360
   5835.99957275      0.99012942
   5836.01375717      0.99219518
   5836.02794152      0.99261409
   5836.04212588      0.99267353
   5836.05631030      0.99295815
   5836.07049465      0.99385119
   5836.08467907      0.99523170
   5836.09886342      0.99631493
   5836.11304784      0.99704327
   5836.12723219      0.99739235
   5836.14141655      0.99754048
   5836.15560091      0.99756132
   5836.16978526      0.99747193
   5836.18396974      0.99725487
   5836.19815409      0.99685176
   5836.21233845      0.99612386
   5836.22652280      0.99489231
   5836.24070716      0.99349428
   5836.25489151      0.99170898
   5836.26907599      0.98876991
   5836.28326035      0.98640496
   5836.29744470      0.98608071
   5836.31162906      0.98703909
   5836.32581341      0.98971594
   5836.33999777      0.99270374
   5836.35418224      0.99363723
   5836.36836660      0.99368591
   5836.38255095      0.99387787
   5836.39673531      0.99419471
   5836.41091967      0.99469151
   5836.42510414      0.99538360
   5836.43928850      0.99588451
   5836.45347285      0.99632146
   5836.46765721      0.99688483
   5836.48184156      0.99740311
   5836.49602592      0.99761447
   5836.51021039      0.99763839
   5836.52439475      0.99750306
   5836.53857911      0.99714730
   5836.55276346      0.99661974
   5836.56694782      0.99619322
   5836.58113217      0.99574424
   5836.59531665      0.99508615
   5836.60950100      0.99396932
   5836.62368536      0.99247242
   5836.63786972      0.99189303
   5836.65205407      0.99229644
   5836.66623855      0.99362297
   5836.68042290      0.99551134
   5836.69460726      0.99672001
   5836.70879161      0.99729904
   5836.72297597      0.99760209
   5836.73716033      0.99775388
   5836.75134480      0.99780655
   5836.76552916      0.99778100
   5836.77971351      0.99767932
   5836.79389787      0.99748788
   5836.80808222      0.99717289
   5836.82226670      0.99666757
   5836.83645105      0.99584563
   5836.85063541      0.99445787
   5836.86481977      0.99195047
   5836.87900412      0.98768852
   5836.89318848      0.98466229
   5836.90737295      0.98405544
   5836.92155731      0.98527077
   5836.93574166      0.98855173
   5836.94992602      0.99117343
   5836.96411037      0.99240667
   5836.97829473      0.99334035
   5836.99247921      0.99433642
   5837.00666356      0.99556803
   5837.02084792      0.99628667
   5837.03503227      0.99636361
   5837.04921663      0.99586593
   5837.06340110      0.99535893
   5837.07758546      0.99534468
   5837.09176981      0.99570674
   5837.10595417      0.99654463
   5837.12013865      0.99746965
   5837.13432288      0.99795894
   5837.14850736      0.99823231
   5837.16269159      0.99840462
   5837.17687607      0.99852103
   5837.19106054      0.99860375
   5837.20524478      0.99866479
   5837.21942925      0.99871087
   5837.23361349      0.99874610
   5837.24779797      0.99877312
   5837.26198244      0.99879355
   5837.27616668      0.99880844
   5837.29035115      0.99881850
   5837.30453539      0.99882387
   5837.31871986      0.99882454
   5837.33290410      0.99882014
   5837.34708858      0.99880977
   5837.36127305      0.99879205
   5837.37545729      0.99876448
   5837.38964176      0.99872293
   5837.40382600      0.99866004
   5837.41801047      0.99856290
   5837.43219495      0.99840705
   5837.44637918      0.99814121
   5837.46056366      0.99767132
   5837.47474790      0.99721633
   5837.48893237      0.99700597
   5837.50311685      0.99694363
   5837.51730108      0.99702406
   5837.53148556      0.99696390
   5837.54566979      0.99626670
   5837.55985427      0.99505945
   5837.57403851      0.99447894
   5837.58822298      0.99455910
   5837.60240746      0.99525723
   5837.61659169      0.99657496
   5837.63077617      0.99744465
   5837.64496040      0.99779291
   5837.65914488      0.99785691
   5837.67332935      0.99764283
   5837.68751359      0.99731273
   5837.70169806      0.99723547
   5837.71588230      0.99736298
   5837.73006678      0.99772239
   5837.74425125      0.99823082
   5837.75843549      0.99852443
   5837.77261996      0.99867791
   5837.78680420      0.99877076
   5837.80098867      0.99883159
   5837.81517291      0.99887370
   5837.82935739      0.99890418
   5837.84354186      0.99892691
   5837.85772610      0.99894424
   5837.87191057      0.99895754
   5837.88609481      0.99896789
   5837.90027928      0.99897590
   5837.91446376      0.99898202
   5837.92864799      0.99898656
   5837.94283247      0.99898973
   5837.95701671      0.99899169
   5837.97120118      0.99899249
   5837.98538566      0.99899223
   5837.99956989      0.99899089
   5838.01375437      0.99898842
   5838.02793860      0.99898481
   5838.04212308      0.99897995
   5838.05630732      0.99897368
   5838.07049179      0.99896590
   5838.08467627      0.99895626
   5838.09886050      0.99894448
   5838.11304498      0.99893010
   5838.12722921      0.99891244
   5838.14141369      0.99889068
   5838.15559816      0.99886374
   5838.16978240      0.99882999
   5838.18396688      0.99878713
   5838.19815111      0.99873205
   5838.21233559      0.99865968
   5838.22652006      0.99856249
   5838.24070430      0.99842827
   5838.25488877      0.99823644
   5838.26907301      0.99795046
   5838.28325748      0.99750444
   5838.29744172      0.99677162
   5838.31162620      0.99548618
   5838.32581067      0.99311236
   5838.33999491      0.99075686
   5838.35417938      0.99008391
   5838.36836362      0.99068137
   5838.38254809      0.99275682
   5838.39673257      0.99542034
   5838.41091681      0.99682937
   5838.42510128      0.99755909
   5838.43928552      0.99798865
   5838.45346999      0.99826064
   5838.46765447      0.99844223
   5838.48183870      0.99856903
   5838.49602318      0.99866078
   5838.50976563      0.99872883
   5838.52395000      0.99878037
   5838.53813438      0.99882012
   5838.55231876      0.99885113
   5838.56650313      0.99887568
   5838.58068751      0.99889530
   5838.59487189      0.99891091
   5838.60905626      0.99892335
   5838.62324064      0.99893318
   5838.63742502      0.99894079
   5838.65160939      0.99894656
   5838.66579378      0.99895078
   5838.67997815      0.99895365
   5838.69416252      0.99895524
   5838.70834690      0.99895570
   5838.72253127      0.99895500
   5838.73671566      0.99895324
   5838.75090003      0.99895047
   5838.76508442      0.99894669
   5838.77926880      0.99894185
   5838.79345316      0.99893591
   5838.80763754      0.99892880
   5838.82182193      0.99892041
   5838.83600628      0.99891066
   5838.85019067      0.99889940
   5838.86437505      0.99888645
   5838.87855941      0.99887157
   5838.89274380      0.99885450
   5838.90692818      0.99883487
   5838.92111257      0.99881220
   5838.93529692      0.99878600
   5838.94948131      0.99875558
   5838.96366569      0.99872004
   5838.97785005      0.99867832
   5838.99203444      0.99862888
   5839.00621882      0.99856961
   5839.02040321      0.99849797
   5839.03458756      0.99841006
   5839.04877198      0.99830047
   5839.06295633      0.99816136
   5839.07714069      0.99798012
   5839.09132510      0.99773663
   5839.10550946      0.99739646
   5839.11969382      0.99689613
   5839.13387823      0.99610611
   5839.14806259      0.99484261
   5839.16224694      0.99338782
   5839.17643136      0.99163249
   5839.19061571      0.98894068
   5839.20480007      0.98413246
   5839.21898448      0.97756627
   5839.23316884      0.97427468
   5839.24735320      0.97459109
   5839.26153761      0.97859752
   5839.27572197      0.98567758
   5839.28990638      0.99045877
   5839.30409074      0.99268486
   5839.31827509      0.99338880
   5839.33245951      0.99286242
   5839.34664387      0.99213518
   5839.36082822      0.99220734
   5839.37501264      0.99290137
   5839.38919699      0.99440005
   5839.40338135      0.99608937
   5839.41756576      0.99699621
   5839.43175012      0.99749927
   5839.44593447      0.99781124
   5839.46011889      0.99801479
   5839.47430325      0.99814922
   5839.48848766      0.99823376
   5839.50267202      0.99827602
   5839.51685643      0.99827460
   5839.53104079      0.99821603
   5839.54522514      0.99806589
   5839.55940950      0.99774474
   5839.57359385      0.99705502
   5839.58777833      0.99599775
   5839.60196269      0.99550810
   5839.61614704      0.99557299
   5839.63033140      0.99615110
   5839.64451575      0.99726449
   5839.65870011      0.99799703
   5839.67288458      0.99832685
   5839.68706894      0.99850425
   5839.70125329      0.99861067
   5839.71543765      0.99867931
   5839.72962201      0.99872588
   5839.74380636      0.99875845
   5839.75799084      0.99878156
   5839.77217519      0.99879792
   5839.78635955      0.99880925
   5839.80054390      0.99881666
   5839.81472826      0.99882084
   5839.82891273      0.99882222
   5839.84309709      0.99882108
   5839.85728145      0.99881761
   5839.87146580      0.99881186
   5839.88565016      0.99880389
   5839.89983451      0.99879359
   5839.91401899      0.99878073
   5839.92820334      0.99876523
   5839.94238770      0.99874666
   5839.95657206      0.99872470
   5839.97075641      0.99869892
   5839.98494077      0.99866864
   5839.99912524      0.99863301
   5840.01330960      0.99859095
   5840.02749395      0.99854102
   5840.04167831      0.99848146
   5840.05586267      0.99840979
   5840.07004714      0.99832296
   5840.08423150      0.99821610
   5840.09841585      0.99808255
   5840.11260021      0.99791296
   5840.12678456      0.99769314
   5840.14096892      0.99740197
   5840.15515339      0.99700521
   5840.16933775      0.99644610
   5840.18352211      0.99562507
   5840.19770646      0.99436234
   5840.21189082      0.99231909
   5840.22607529      0.98880057
   5840.24025965      0.98230951
   5840.25444400      0.97496263
   5840.26862836      0.97200284
   5840.28281271      0.97239841
   5840.29699707      0.97718639
   5840.31118155      0.98471290
   5840.32536590      0.98912772
   5840.33955026      0.99159607
   5840.35373461      0.99254176
   5840.36791897      0.99296619
   5840.38210332      0.99349322
   5840.39628780      0.99418694
   5840.41047215      0.99520927
   5840.42465651      0.99602463
   5840.43884087      0.99635912
   5840.45302522      0.99642637
   5840.46720970      0.99629002
   5840.48139405      0.99594156
   5840.49557841      0.99531262
   5840.50976276      0.99425295
   5840.52394724      0.99246668
   5840.53813148      0.98934911
   5840.55231595      0.98351142
   5840.56650019      0.97556512
   5840.58068466      0.97203020
   5840.59486914      0.97264850
   5840.60905337      0.97728814
   5840.62323785      0.98558939
   5840.63742208      0.99102437
   5840.65160656      0.99371799
   5840.66579103      0.99526433
   5840.67997527      0.99622980
   5840.69415975      0.99686894
   5840.70834398      0.99731343
   5840.72252846      0.99763467
   5840.73671269      0.99787423
   5840.75089717      0.99805758
   5840.76508164      0.99820059
   5840.77926588      0.99831435
   5840.79345036      0.99840621
   5840.80763459      0.99848121
   5840.82181907      0.99854326
   5840.83600354      0.99859488
   5840.85018778      0.99863791
   5840.86437225      0.99867388
   5840.87855649      0.99870386
   5840.89274096      0.99872863
   5840.90692544      0.99874872
   5840.92110968      0.99876449
   5840.93529415      0.99877621
   5840.94947839      0.99878375
   5840.96366286      0.99878689
   5840.97784710      0.99878510
   5840.99203157      0.99877739
   5841.00621605      0.99876230
   5841.02040029      0.99873745
   5841.03458476      0.99869902
   5841.04876900      0.99864057
   5841.06295347      0.99855090
   5841.07713795      0.99840998
   5841.09132218      0.99818033
   5841.10550666      0.99778648
   5841.11969090      0.99705607
   5841.13387537      0.99607058
   5841.14805984      0.99557565
   5841.16224408      0.99548556
   5841.17642856      0.99571009
   5841.19061279      0.99610543
   5841.20479727      0.99634549
   5841.21898150      0.99661153
   5841.23316598      0.99701398
   5841.24735045      0.99767934
   5841.26153469      0.99823366
   5841.27571917      0.99850543
   5841.28990340      0.99865834
   5841.30408788      0.99875453
   5841.31827235      0.99881950
   5841.33245659      0.99886580
   5841.34664106      0.99890020
   5841.36082530      0.99892656
   5841.37500978      0.99894730
   5841.38919425      0.99896395
   5841.40337849      0.99897756
   5841.41756296      0.99898886
   5841.43174720      0.99899832
   5841.44593167      0.99900635
   5841.46011591      0.99901321
   5841.47430038      0.99901908
   5841.48848486      0.99902419
   5841.50266910      0.99902861
   5841.51685357      0.99903246
   5841.53103781      0.99903577
   5841.54522228      0.99903864
   5841.55940676      0.99904111
   5841.57359099      0.99904322
   5841.58777547      0.99904502
   5841.60195971      0.99904650
   5841.61614418      0.99904771
   5841.63032866      0.99904863
   5841.64451289      0.99904930
   5841.65869737      0.99904976
   5841.67288160      0.99905002
   5841.68706608      0.99905003
   5841.70125031      0.99904978
   5841.71543479      0.99904932
   5841.72961926      0.99904860
   5841.74380350      0.99904768
   5841.75798798      0.99904655
   5841.77217221      0.99904513
   5841.78635669      0.99904346
   5841.80054116      0.99904149
   5841.81472540      0.99903918
   5841.82890987      0.99903654
   5841.84309411      0.99903354
   5841.85727859      0.99903010
   5841.87146306      0.99902624
   5841.88564730      0.99902186
   5841.89983177      0.99901688
   5841.91406250      0.99901126
   5841.92824688      0.99900487
   5841.94243125      0.99899760
   5841.95661563      0.99898931
   5841.97080001      0.99897979
   5841.98498438      0.99896880
   5841.99916876      0.99895611
   5842.01335314      0.99894122
   5842.02753752      0.99892368
   5842.04172190      0.99890279
   5842.05590627      0.99887754
   5842.07009065      0.99884667
   5842.08427502      0.99880838
   5842.09845939      0.99875979
   5842.11264378      0.99869690
   5842.12682815      0.99861327
   5842.14101253      0.99849836
   5842.15519691      0.99833427
   5842.16938129      0.99808825
   5842.18356568      0.99769880
   5842.19775003      0.99704085
   5842.21193442      0.99584254
   5842.22611880      0.99401189
   5842.24030316      0.99215077
   5842.25448754      0.99147967
   5842.26867193      0.99202720
   5842.28285629      0.99359120
   5842.29704067      0.99555577
   5842.31122506      0.99672828
   5842.32540944      0.99716134
   5842.33959380      0.99719738
   5842.35377818      0.99685189
   5842.36796257      0.99590204
   5842.38214692      0.99466865
   5842.39633131      0.99409522
   5842.41051570      0.99390322
   5842.42470008      0.99398959
   5842.43888444      0.99455949
   5842.45306885      0.99489981
   5842.46725321      0.99499615
   5842.48143756      0.99514813
   5842.49562198      0.99553291
   5842.50980633      0.99571272
   5842.52399069      0.99579507
   5842.53817511      0.99591198
   5842.55235946      0.99595982
   5842.56654382      0.99583951
   5842.58072823      0.99556982
   5842.59491259      0.99560292
   5842.60909694      0.99581924
   5842.62328136      0.99613887
   5842.63746572      0.99671873
   5842.65165007      0.99720163
   5842.66583449      0.99726290
   5842.68001884      0.99700466
   5842.69420326      0.99634485
   5842.70838761      0.99502665
   5842.72257197      0.99381408
   5842.73675638      0.99347488
   5842.75094074      0.99377248
   5842.76512510      0.99482335
   5842.77930951      0.99595366
   5842.79349387      0.99618962
   5842.80767822      0.99565276
   5842.82186264      0.99433860
   5842.83604699      0.99326464
   5842.85023135      0.99243413
   5842.86441576      0.99156306
   5842.87860012      0.99095897
   5842.89278454      0.99072438
   5842.90696889      0.99123205
   5842.92115331      0.99257528
   5842.93533766      0.99457575
   5842.94952202      0.99633087
   5842.96370637      0.99722281
   5842.97789073      0.99771849
   5842.99207520      0.99802197
   5843.00625956      0.99821820
   5843.02044392      0.99834913
   5843.03462827      0.99843728
   5843.04881263      0.99849505
   5843.06299698      0.99852886
   5843.07718146      0.99854191
   5843.09136581      0.99853428
   5843.10555017      0.99850308
   5843.11973453      0.99844150
   5843.13391888      0.99833539
   5843.14810324      0.99815726
   5843.16228771      0.99785274
   5843.17647207      0.99730436
   5843.19065642      0.99631513
   5843.20484078      0.99512255
   5843.21902514      0.99413719
   5843.23320961      0.99367226
   5843.24739397      0.99414567
   5843.26157832      0.99521165
   5843.27576268      0.99636341
   5843.28994703      0.99734403
   5843.30413139      0.99790356
   5843.31831586      0.99819721
   5843.33250022      0.99836562
   5843.34668458      0.99846234
   5843.36086893      0.99851086
   5843.37505329      0.99851957
   5843.38923764      0.99848549
   5843.40342212      0.99839132
   5843.41760647      0.99819362
   5843.43179083      0.99778462
   5843.44597518      0.99702842
   5843.46015954      0.99649989
   5843.47434402      0.99642920
   5843.48852837      0.99670635
   5843.50271273      0.99742368
   5843.51689708      0.99806796
   5843.53108144      0.99834424
   5843.54526579      0.99846766
   5843.55945027      0.99851628
   5843.57363462      0.99851451
   5843.58781898      0.99846406
   5843.60200334      0.99834636
   5843.61618769      0.99810873
   5843.63037217      0.99762340
   5843.64455652      0.99703588
   5843.65874088      0.99681660
   5843.67292523      0.99687670
   5843.68710959      0.99724339
   5843.70129395      0.99781156
   5843.71547842      0.99808102
   5843.72966278      0.99815042
   5843.74384713      0.99811764
   5843.75803149      0.99799863
   5843.77221584      0.99777052
   5843.78640020      0.99736061
   5843.80058467      0.99658737
   5843.81476903      0.99557961
   5843.82895339      0.99506713
   5843.84313774      0.99494218
   5843.85732210      0.99519381
   5843.87150657      0.99569266
   5843.88569093      0.99560654
   5843.89987528      0.99489867
   5843.91405964      0.99350209
   5843.92824411      0.99099687
   5843.94242835      0.98632416
   5843.95661283      0.97894377
   5843.97079706      0.97468801
   5843.98498154      0.97453936
   5843.99916601      0.97789330
   5844.01335025      0.98518532
   5844.02753472      0.99091826
   5844.04171896      0.99369440
   5844.05590343      0.99522593
   5844.07008791      0.99614175
   5844.08427215      0.99670978
   5844.09845662      0.99705861
   5844.11264086      0.99724960
   5844.12682533      0.99730108
   5844.14100957      0.99719206
   5844.15519404      0.99684129
   5844.16937852      0.99605357
   5844.18356276      0.99511173
   5844.19774723      0.99455079
   5844.21193147      0.99409061
   5844.22611594      0.99349760
   5844.24030042      0.99279087
   5844.25448465      0.99207523
   5844.26866913      0.99209949
   5844.28285336      0.99312255
   5844.29703784      0.99482022
   5844.31122231      0.99639254
   5844.32540655      0.99737719
   5844.33959103      0.99787392
   5844.35377526      0.99816417
   5844.36795974      0.99835052
   5844.38214397      0.99847830
   5844.39632845      0.99857026
   5844.41051292      0.99863893
   5844.42469716      0.99869149
   5844.43888164      0.99873267
   5844.45306587      0.99876548
   5844.46725035      0.99879193
   5844.48143482      0.99881343
   5844.49561906      0.99883093
   5844.50980353      0.99884513
   5844.52398777      0.99885656
   5844.53817225      0.99886560
   5844.55235672      0.99887252
   5844.56654096      0.99887753
   5844.58072543      0.99888070
   5844.59490967      0.99888214
   5844.60909414      0.99888175
   5844.62327838      0.99887952
   5844.63746285      0.99887532
   5844.65164733      0.99886885
   5844.66583157      0.99885981
   5844.68001604      0.99884776
   5844.69420028      0.99883191
   5844.70838475      0.99881135
   5844.72256923      0.99878468
   5844.73675346      0.99874972
   5844.75093794      0.99870349
   5844.76512218      0.99864118
   5844.77930665      0.99855514
   5844.79349113      0.99843273
   5844.80767536      0.99825156
   5844.82185984      0.99797110
   5844.83604407      0.99751468
   5844.85022855      0.99672460
   5844.86441278      0.99524964
   5844.87859726      0.99352592
   5844.89278173      0.99290691
   5844.90696597      0.99317520
   5844.92115045      0.99439914
   5844.93533468      0.99625729
   5844.94951916      0.99732383
   5844.96370363      0.99785807
   5844.97788787      0.99816485
   5844.99207234      0.99835402
   5845.00625658      0.99847590
   5845.02044106      0.99855688
   5845.03462553      0.99861112
   5845.04880977      0.99864667
   5845.06299424      0.99866845
   5845.07717848      0.99867910
   5845.09136295      0.99868038
   5845.10554719      0.99867276
   5845.11973166      0.99865588
   5845.13391614      0.99862861
   5845.14810038      0.99858842
   5845.16228485      0.99853128
   5845.17646909      0.99845048
   5845.19065356      0.99833450
   5845.20483804      0.99816273
   5845.21902227      0.99789791
   5845.23320675      0.99747009
   5845.24739099      0.99673655
   5845.26157546      0.99537157
   5845.27575994      0.99363020
   5845.28994417      0.99291788
   5845.30412865      0.99309332
   5845.31835938      0.99417182
   5845.33254375      0.99598123
   5845.34672813      0.99708139
   5845.36091251      0.99761431
   5845.37509688      0.99790722
   5845.38928126      0.99807572
   5845.40346564      0.99817184
   5845.41765001      0.99822181
   5845.43183439      0.99823947
   5845.44601877      0.99823188
   5845.46020314      0.99820213
   5845.47438753      0.99815125
   5845.48857190      0.99807810
   5845.50275627      0.99797920
   5845.51694065      0.99784877
   5845.53112502      0.99767792
   5845.54530941      0.99745239
   5845.55949378      0.99715069
   5845.57367817      0.99673927
   5845.58786255      0.99616165
   5845.60204691      0.99532122
   5845.61623129      0.99404504
   5845.63041568      0.99201291
   5845.64460003      0.98859297
   5845.65878442      0.98237427
   5845.67296880      0.97297718
   5845.68715316      0.96706579
   5845.70133755      0.96659236
   5845.71552193      0.97087842
   5845.72970632      0.98005267
   5845.74389067      0.98776260
   5845.75807506      0.99167540
   5845.77225944      0.99380582
   5845.78644380      0.99508479
   5845.80062819      0.99589636
   5845.81481257      0.99642940
   5845.82899696      0.99678440
   5845.84318131      0.99701593
   5845.85736573      0.99715385
   5845.87155008      0.99721208
   5845.88573444      0.99719125
   5845.89991885      0.99707820
   5845.91410321      0.99683764
   5845.92828757      0.99639641
   5845.94247198      0.99560280
   5845.95665634      0.99410076
   5845.97084069      0.99191390
   5845.98502511      0.99082043
   5845.99920946      0.99085690
   5846.01339382      0.99193290
   5846.02757823      0.99405422
   5846.04176259      0.99547342
   5846.05594695      0.99607279
   5846.07013136      0.99630203
   5846.08431572      0.99630568
   5846.09850013      0.99612453
   5846.11268449      0.99574005
   5846.12686884      0.99506844
   5846.14105326      0.99390861
   5846.15523762      0.99204014
   5846.16942197      0.98946909
   5846.18360639      0.98606598
   5846.19779074      0.98419236
   5846.21197510      0.98400694
   5846.22615951      0.98472262
   5846.24034387      0.98619892
   5846.25452822      0.98581184
   5846.26871264      0.98235854
   5846.28289700      0.97560608
   5846.29708141      0.96983415
   5846.31126577      0.96592582
   5846.32545018      0.96208473
   5846.33963454      0.95617694
   5846.35381889      0.94398940
   5846.36800325      0.93747409
   5846.38218760      0.93914281
   5846.39637208      0.94862424
   5846.41055644      0.96645872
   5846.42474079      0.97947498
   5846.43892515      0.98598605
   5846.45310950      0.98972742
   5846.46729386      0.99207113
   5846.48147833      0.99362848
   5846.49566269      0.99471504
   5846.50984704      0.99550374
   5846.52403140      0.99609371
   5846.53821576      0.99654665
   5846.55240011      0.99690206
   5846.56658459      0.99718576
   5846.58076894      0.99741611
   5846.59495330      0.99760616
   5846.60913765      0.99776459
   5846.62332201      0.99789783
   5846.63750648      0.99801125
   5846.65169084      0.99810846
   5846.66587520      0.99819239
   5846.68005955      0.99826537
   5846.69424391      0.99832913
   5846.70842826      0.99838522
   5846.72261274      0.99843479
   5846.73679709      0.99847875
   5846.75098145      0.99851791
   5846.76516581      0.99855282
