id            cl    vrad    teff    logg    feh    cfe    nfe    ofe    mgfe    alfe    sife    cafe    tife    pop limit    rah ram ras decd decm decs J    H    K
2M15190176+0206351    M5    54.8    4762    1.97    -1.28    9999    9999    9999    0.20    0.88    0.38    0.25    0.27    2   0       15 19 01.76 +02 06 35.1     12.762 12.258 12.115
2M15190244+0213503    M5    52.9    4690    1.83    -1.07    9999    9999    9999    0.05    0.59    0.25    0.08    0.21    2   0       15 19 02.44 +02 13 50.3     12.054 11.489 11.384
2M15190992+0208218    M5    56.7    4706    1.86    -1.16    9999    9999    9999    0.16    0.64    0.36    0.21    0.21    2   0       15 19 09.92 +02 08 21.8     12.382 11.857 11.717
2M15191033+0207072    M5    56.9    4633    1.73    -1.17    9999    9999    9999    0.17    0.51    0.29    0.13    -0.02   2   0       15 19 10.33 +02 07 07.2     12.317 11.750 11.628
2M15191396+0207141    M5    55.3    4932    2.30    -1.14    9999    9999    9999    0.19    0.43    0.28    0.09    0.29    2   0       15 19 13.96 +02 07 14.1     13.282 12.767 12.687
2M15174702+0204519    M5    47.6    4391    1.30    -1.33    -0.51    0.59    0.44    0.29    -0.10    0.39    0.15    0.04    1   1       15 17 47.02 +02 04 51.9     11.097 10.472 10.323
2M15180013+0209292    M5    53.9    3893    0.41    -1.28    -0.67    0.64    -0.24    0.07    0.65    0.27    0.25    -0.08   2   1       15 18 00.13 +02 09 29.2     9.768 8.941 8.787 
2M15180078+0211530    M5    49.4    4562    1.62    -1.33    9999    9999    9999    0.34    0.55    0.52    0.40    0.46    2   0       15 18 00.78 +02 11 53.0     11.860 11.278 11.147
2M15180407+0205557    M5    54.7    4303    1.15    -1.26    -0.59    0.87    0.08    0.23    0.66    0.33    0.22    0.12    2   1       15 18 04.07 +02 05 55.7     11.032 10.358 10.225
2M15180449+0201030    M5    55.5    4322    1.19    -1.36    -0.33    0.54    0.50    0.30    0.10    0.45    0.33    0.25    1   0       15 18 04.49 +02 01 03.0     10.944 10.257 10.144
2M15180537+0202015    M5    51.7    4267    1.06    -1.19    -0.41    1.07    0.48    0.28    0.48    0.34    0.24    0.26    2   0       15 18 05.37 +02 02 01.5     10.396 9.703 9.575 
2M15180892+0206285    M5    57.6    4335    1.19    -1.28    -0.32    0.51    0.58    0.34    0.09    0.40    0.30    0.30    1   0       15 18 08.92 +02 06 28.5     10.766 10.068 9.971 
2M15180987+0210088    M5    56.1    4810    2.06    -1.26    9999    9999    9999    0.24    -0.05    0.45    -0.04    0.26    1   0       15 18 09.87 +02 10 08.8     11.732 11.166 11.100
2M15181041+0203321    M5    55.3    4288    1.10    -1.22    -0.30    0.52    0.58    0.32    0.07    0.39    0.27    0.27    1   0       15 18 10.41 +02 03 32.1     10.626 9.915 9.813 
2M15181629+0202099    M5    50.9    3998    0.60    -1.28    9999    9999    9999    9999    9999    9999    9999    9999    4   0       15 18 16.29 +02 02 09.9     10.538 9.731 9.605 
2M15181765+0210375    M5    57.6    4267    1.06    -1.32    -0.48    0.86    0.26    0.25    0.47    0.37    0.25    0.23    2   0       15 18 17.65 +02 10 37.5     10.830 10.159 10.009
2M15181841+0203547    M5    52.1    4703    1.86    -1.14    9999    9999    9999    0.23    0.09    0.29    0.14    0.12    1   0       15 18 18.41 +02 03 54.7     12.331 11.788 11.665
2M15181867+0204327    M5    53.4    4032    0.67    -1.29    -0.43    0.57    0.47    0.21    -0.01    0.37    0.25    0.09    1    0       15 18 18.67 +02 04 32.7     9.906 9.168 8.988 
2M15182014+0203321    M5    50.8    4533    1.53    -1.29    -0.40    0.63    0.32    0.23    0.09    0.40    0.11    0.07    1   0       15 18 20.14 +02 03 32.1     11.317 10.729 10.594
2M15182072+0206414    M5    50.2    4651    1.77    -1.10    9999    9999    9999    0.19    0.17    0.25    0.19    0.27    1   0       15 18 20.72 +02 06 41.4     11.890 11.353 11.207
2M15182262+0200305    M5    53.9    3927    0.46    -1.30    -0.65    0.59    0.19    0.14    -0.02    0.31    0.24    -0.07   1   1       15 18 22.62 +02 00 30.5     10.114 9.330 9.149 
2M15182283+0203097    M5    53.1    4180    0.90    -1.33    -0.43    1.01    0.30    0.32    0.47    0.39    0.30    0.24    2   0       15 18 22.83 +02 03 09.7     10.511 9.819 9.655 
2M15182324+0159163    M5    56.0    4296    1.10    -1.30    -0.33    0.99    0.39    0.35    0.65    0.41    0.31    0.32    2   0       15 18 23.24 +01 59 16.3     10.724 10.029 9.914 
2M15182345+0159572    M5    45.2    4114    0.78    -1.31    -0.67    0.70    -0.21    0.21    0.66    0.30    0.28    0.07    2   1       15 18 23.45 +01 59 57.2     10.606 9.873 9.723 
2M15182428+0201090    M5    48.7    4672    1.80    -1.23    9999    9999    9999    0.25    0.00    0.31    0.18    0.30    1   0       15 18 24.28 +02 01 09.0     12.129 11.602 11.453
2M15182499+0203098    M5    44.2    3962    0.55    -1.26    -0.66    0.88    0.06    0.17    0.56    0.26    0.26    0.14    2   1       15 18 24.99 +02 03 09.8     9.669 8.845 8.720 
2M15182581+0204552    M5    43.6    4426    1.36    -1.41    -0.41    -0.16    0.15    0.32    -0.04    0.31    0.37    0.13    1   1       15 18 25.81 +02 04 55.2     12.347 11.690 11.586
2M15182591+0205076    M5    61.9    4114    0.78    -1.27    -0.56    1.03    0.25    0.23    0.64    0.34    0.20    0.23    2   1       15 18 25.91 +02 05 07.6     10.174 9.437 9.291 
2M15182717+0159524    M5    56.1    4163    0.90    -1.24    -0.67    0.69    -0.13    0.05    0.66    0.26    0.20    0.01    2   1       15 18 27.17 +01 59 52.4     10.559 9.825 9.696 
2M15182808+0202119    M5    57.8    4624    1.70    -1.19    9999    9999    9999    0.22    0.41    0.30    0.07    0.19    2   0       15 18 28.08 +02 02 11.9     12.227 11.606 11.535
2M15182846+0159283    M5    54.6    4928    2.30    -1.19    9999    9999    9999    0.23    0.01    0.29    0.20    9999    1   0       15 18 28.46 +01 59 28.3     13.168 12.645 12.572
2M15182924+0202063    M5    46.2    4612    1.70    -1.20    9999    9999    9999    0.26    0.59    0.34    0.22    0.19    2   0       15 18 29.24 +02 02 06.3     11.669 11.096 10.973
2M15182930+0206378    M5    53.6    4781    2.02    -1.10    9999    9999    9999    0.14    -0.08    0.25    0.09    0.16    1   0       15 18 29.30 +02 06 37.8     12.402 11.844 11.761
2M15183049+0207005    M5    56.2    4386    1.26    -1.23    -0.53    0.72    0.01    0.19    0.73    0.29    0.24    0.21    2   1       15 18 30.49 +02 07 00.5     11.205 10.560 10.429
2M15183057+0205395    M5    45.2    4367    1.26    -1.22    -0.38    0.45    0.46    0.29    -0.04    0.35    0.23    0.21    1   0       15 18 30.57 +02 05 39.5     11.017 10.368 10.234
2M15183086+0212167    M5    55.6    4594    1.66    -1.22    9999    9999    9999    0.22    0.15    0.33    0.23    0.17    1   0       15 18 30.86 +02 12 16.7     11.854 11.251 11.152
2M15183182+0203277    M5    47.7    4669    1.80    -1.20    9999    9999    9999    0.22    -0.05    0.31    0.23    0.20    1   0       15 18 31.82 +02 03 27.7     12.424 11.800 11.747
2M15183223+0201341    M5    50.1    3910    0.46    -1.36    -0.67    0.34    0.13    0.18    -0.06    0.33    0.26    -0.10   1   1       15 18 32.23 +02 01 34.1     10.260 9.465 9.287 
2M15183401+0207158    M5    61.2    4633    1.73    -1.23    9999    9999    9999    0.29    0.51    0.39    0.23    0.41    2   0       15 18 34.01 +02 07 15.8     11.802 11.235 11.113
2M15183531+0207400    M5    61.5    4399    1.30    -1.29    -0.42    0.33    0.46    0.28    -0.02    0.38    0.25    0.20    1   1       15 18 35.31 +02 07 40.0     11.320 10.675 10.549
2M15183589+0202423    M5    52.6    4743    1.94    -1.28    9999    9999    9999    0.26    0.46    0.37    0.17    0.42    2   0       15 18 35.89 +02 02 42.3     12.513 11.996 11.860
2M15183738+0206079    M5    52.3    4207    0.96    -1.36    -0.61    0.98    0.29    0.27    0.50    0.45    0.13    0.13    2   1       15 18 37.38 +02 06 07.9     10.147 9.442 9.302 
2M15183873+0208200    M5    57.4    4781    2.02    -1.18    9999    9999    9999    0.24    0.01    0.29    0.03    0.09    1   0       15 18 38.73 +02 08 20.0     12.903 12.371 12.262
2M15183948+0210458    M5    56.8    4367    1.26    -1.30    -0.12    0.75    0.59    0.52    0.37    0.50    0.42    0.42    2   0       15 18 39.48 +02 10 45.8     11.265 10.618 10.482
2M15183954+0207237    M5    47.6    4429    1.36    -1.27    -0.36    0.81    0.23    0.31    0.68    0.37    0.32    0.31    2   0       15 18 39.54 +02 07 23.7     11.100 10.494 10.340
2M15183955+0202520    M5    54.8    4479    1.47    -1.21    -0.50    0.97    0.21    0.26    0.52    0.30    0.25    0.30    2   1       15 18 39.55 +02 02 52.0     11.413 10.776 10.671
2M15184001+0211023    M5    52.9    4255    1.06    -1.36    -0.49    0.84    0.30    0.30    0.25    0.41    0.30    0.19    1   1       15 18 40.01 +02 11 02.3     11.008 10.316 10.182
2M15184015+0154369    M5    48.5    4624    1.70    -1.20    9999    9999    9999    0.22    0.17    0.34    0.17    0.29    1   0       15 18 40.15 +01 54 36.9     11.938 11.348 11.246
2M15184061+0206241    M5    61.4    4413    1.33    -1.19    -0.40    1.00    0.46    0.29    0.53    0.35    0.27    0.34    2   0       15 18 40.61 +02 06 24.1     10.744 10.114 9.978 
2M15184132+0205014    M5    58.5    4524    1.53    -1.19    -0.48    1.01    0.36    0.24    0.34    0.31    0.18    0.19    2   1       15 18 41.32 +02 05 01.4     11.555 10.983 10.829
2M15184139+0206004    M5    53.7    4306    1.15    -1.23    -0.13    1.23    0.51    0.30    0.27    0.40    0.09    0.24    1   0       15 18 41.39 +02 06 00.4     10.185 9.468 9.379 
2M15184164+0203533    M5    58.9    4069    0.71    -1.29    -0.61    1.04    0.30    0.22    0.47    0.34    0.25    0.20    2   1       15 18 41.64 +02 03 53.3     9.907 9.134 9.005 
2M15184209+0204094    M5    54.0    4353    1.23    -1.18    -0.61    0.78    -0.06    0.10    1.01    0.28    0.19    0.18    2   1       15 18 42.09 +02 04 09.4     10.964 10.336 10.176
2M15184346+0203074    M5    57.7    4609    1.70    -1.28    9999    9999    9999    0.32    1.02    0.46    0.30    0.43    2   0       15 18 43.46 +02 03 07.4     11.428 10.850 10.731
2M15184449+0202053    M5    48.9    4399    1.30    -1.25    -0.26    0.50    0.57    0.26    0.00    0.36    0.23    0.20    1   0       15 18 44.49 +02 02 05.3     11.075 10.473 10.304
2M15184495+0202034    M5    59.1    3954    0.51    -1.29    -0.55    1.07    0.40    0.28    0.31    0.36    0.26    0.25    1   1       15 18 44.95 +02 02 03.4     9.583 8.751 8.630 
2M15184540+0204302    M5    60.7    4283    1.10    -1.28    -0.22    1.12    0.41    0.27    0.15    0.40    0.07    0.14    1   0       15 18 45.40 +02 04 30.2     10.435 9.782 9.620 
2M15185515+0214337    M5    52.9    4639    1.73    -1.23    9999    9999    9999    0.18    -0.15    0.33    0.07    0.21    1   0       15 18 55.15 +02 14 33.7     11.454 10.905 10.767
2M15190237+0204586    M5    54.1    4724    1.89    -1.18    9999    9999    9999    0.38    0.34    0.44    0.27    0.34    2   0       15 19 02.37 +02 04 58.6     12.723 12.118 12.064
2M15190324+0208032    M5    61.0    3908    0.41    -1.29    -0.52    0.81    0.42    0.30    0.00    0.30    0.24    0.20    1   0       15 19 03.24 +02 08 03.2     9.469 8.628 8.495 
2M15191912+0202334    M5    54.8    4410    1.33    -1.20    -0.49    1.03    0.28    0.19    0.46    0.31    0.26    0.17    2   1       15 19 19.12 +02 02 33.4     11.031 10.417 10.264
2M15175206+0159462    M5    51.1    4895    2.24    -1.28    9999    9999    9999    0.28    -0.06    0.32    0.25    0.22    1   0       15 17 52.06 +01 59 46.2        13.633 13.155 13.027
2M15175224+0208026    M5    48.7    5078    2.63    -1.35    9999    9999    9999    0.31    0.24    0.49    0.40    0.22    1   0       15 17 52.24 +02 08 02.6     12.570 12.111 12.017
2M15175526+0207249    M5    58.2    5028    2.55    -1.03    9999    9999    9999    -0.07    0.92    0.28    0.18    0.44    2   0       15 17 55.26 +02 07 24.9     12.704 12.181 12.137
2M15181140+0204111    M5    45.9    4678    1.80    -1.33    9999    9999    9999    0.19    0.71    0.29    0.32    0.27    2   0       15 18 11.40 +02 04 11.1     13.270 12.753 12.596
2M15181274+0159300    M5    47.3    4865    2.18    -1.23    9999    9999    9999    0.23    0.11    0.20    0.08    0.14    1   0       15 18 12.74 +01 59 30.0     13.703 13.185 13.088
2M15181619+0205358    M5    56.4    4807    2.06    -1.32    9999    9999    9999    0.33    0.06    0.26    0.15    0.29    1   0       15 18 16.19 +02 05 35.8     13.369 12.924 12.736
2M15182438+0200073    M5    52.9    4771    1.99    -1.13    9999    9999    9999    0.16    0.82    0.33    0.21    0.16    2   0       15 18 24.38 +02 00 07.3     12.556 12.030 11.912
2M15182852+0208170    M5    59.1    4983    2.45    -1.22    9999    9999    9999    0.27    0.36    0.31    0.26    9999    2   0       15 18 28.52 +02 08 17.0     13.334 12.816 12.754
2M15183134+0157118    M5    52.6    5092    2.68    -1.18    9999    9999    9999    0.19    0.24    0.28    0.30    0.45    1   0       15 18 31.34 +01 57 11.8     13.588 13.059 13.039
2M15183481+0202226    M5    56.0    4759    1.97    -1.07    9999    9999    9999    0.16    -0.10    0.39    0.03    0.16    1   0       15 18 34.81 +02 02 22.6     12.129 11.600 11.481
2M15183678+0206370    M5    54.4    5014    2.52    -1.19    9999    9999    9999    0.25    0.63    0.35    0.22    0.40    2   0       15 18 36.78 +02 06 37.0     13.160 12.632 12.589
2M15183765+0201212    M5    48.6    5035    2.55    -1.25    9999    9999    9999    0.29    -0.03    0.38    0.35    0.46    1   0       15 18 37.65 +02 01 21.2     13.427 12.894 12.862
2M15184330+0159322    M5    49.3    4784    2.02    -1.18    9999    9999    9999    0.13    0.25    0.23    0.07    -0.05   1   0       15 18 43.30 +01 59 32.2     13.297 12.753 12.657
2M15184374+0208171    M5    59.9    5071    2.63    -1.16    9999    9999    9999    0.16    0.65    0.33    0.11    0.54    2   0       15 18 43.74 +02 08 17.1     13.406 12.929 12.851
2M15184836+0203156    M5    54.3    5214    2.99    -1.23    9999    9999    9999    0.26    -0.01    0.41    0.33    0.37    1   0       15 18 48.36 +02 03 15.6     13.728 13.236 13.212
2M15184910+0207439    M5    60.7    4952    2.38    -1.13    9999    9999    9999    0.23    -0.11    0.27    0.12    0.41    1    0       15 18 49.10 +02 07 43.9     13.344 12.852 12.755
2M15185397+0205393    M5    58.5    4983    2.45    -1.38    9999    9999    9999    -0.12    -0.09    -0.08    0.29    9999    1   0       15 18 53.97 +02 05 39.3     13.744 13.252 13.164
2M15185731+0203077    M5    57.1    5067    2.63    -1.32    9999    9999    9999    0.25    0.26    0.45    0.08    0.37    1   0       15 18 57.31 +02 03 07.7     12.481 12.023 11.925
2M15190597+0211317    M5    59.2    4949    2.38    -1.23    9999    9999    9999    0.33    0.23    0.34    0.28    0.38    1   0       15 19 05.97 +02 11 31.7     13.358 12.841 12.768
2M16315197-1303389    M107    -36.3    4637    1.98    -1.10    9999    9999    9999    0.30    0.62    0.53    0.20    0.190    4    0   16 31 51.97 -13 03 38.9        13.531 12.893 12.704
2M16320891-1300161    M107    -31.3    4672    2.07    -1.00    9999    9999    9999    0.36    0.46    0.48    0.12    0.280    4   0   16 32 08.91 -13 00 16.1    12.256 11.635 11.441
2M16321971-1301196    M107    -38.2    4792    2.29    -1.03    9999    9999    9999    0.24    0.37    0.60    -0.11    0.17    4   0   16 32 19.71 -13 01 19.6     12.107 11.484 11.331
2M16322800-1304158    M107    -31.5    4985    2.70    -0.92    9999    9999    9999    0.28    0.31    0.45    0.23    9999    4   0   16 32 28.00 -13 04 15.8     13.534 12.939 12.817
2M16323534-1301256    M107    -28.6    4712    2.14    -1.07    9999    9999    9999    0.38    0.64    0.56    0.19    0.48    4   0   16 32 35.34 -13 01 25.6     13.227 12.593 12.425
2M16323665-1306083    M107    -29.9    4521    1.79    -1.08    -0.22    0.66    0.26    0.28    0.38    0.57    0.03    -0.03   1   1   16 32 36.65 -13 06 08.3     11.963 11.301 11.096
2M16324321-1301465    M107    -29.3    4640    1.98    -1.07    9999    9999    9999    0.11    0.47    0.52    0.27    0.08    4   0   16 32 43.21 -13 01 46.5     12.485 11.846 11.659
2M16330145-1300334    M107    -33.8    4555    1.84    -1.06    9999    9999    9999    0.38    0.58    0.52    -0.04    0.30    4   0   16 33 01.45 -13 00 33.4     12.888 12.206 12.033
2M16321394-1301086    M107    -31.0    4158    1.11    -1.09    -0.23    0.41    0.34    0.37    0.50    0.49    0.25    0.13    1   0   16 32 13.94 -13 01 08.6     10.909 10.121 9.902 
2M16322112-1302516    M107    -39.5    4008    0.84    -1.04    -0.13    0.55    0.48    0.35    0.51    0.51    0.15    0.18    1   0   16 32 21.12 -13 02 51.6     9.995 9.118 8.923 
2M16322403-1302105    M107    -30.5    3806    0.48    -1.11    -0.26    0.31    0.23    0.29    0.43    0.35    0.24    -0.07   1   0   16 32 24.03 -13 02 10.5     9.605 8.703 8.438 
2M16322415-1301106    M107    -30.5    4051    0.94    -1.04    -0.36    0.84    0.14    0.31    0.45    0.39    0.22    0.08    2   1   16 32 24.15 -13 01 10.6     10.589 9.742 9.536
2M16322932-1259317    M107    -33.1    4320    1.41    -0.99    -0.32    0.83    0.12    0.27    0.55    0.40    0.17    0.15    2   1   16 32 29.32 -12 59 31.7     11.598 10.821 10.656
2M16323061-1306301    M107    -34.0    4302    1.41    -0.98    -0.10    0.53    0.52    0.42    0.57    0.52    0.25    0.23    1   0   16 32 30.61 -13 06 30.1     11.020 10.252 10.071
2M16323361-1259410    M107    -33.1    4516    1.79    -0.98    -0.13    0.98    0.31    0.32    0.61    0.44    0.21    0.21    2   0   16 32 33.61 -12 59 41.0     12.336 11.613 11.467
2M16323529-1307079    M107    -34.9    4297    1.36    -0.95    -0.29    0.91    0.18    0.37    0.51    0.40    0.22    0.20    2   1   16 32 35.29 -13 07 07.9     11.424 10.653 10.473
2M16324155-1302038    M107    -38.2    4216    1.25    -0.96    -0.04    0.33    0.45    0.44    0.69    0.53    0.32    0.30    1   0   16 32 41.55 -13 02 03.8     11.317 10.554 10.334
2M16315358-1302179    M107    -35.0    4640    1.98    -1.18    9999    9999    9999    0.40    0.55    0.57    0.15    -0.17   4   0   16 31 53.58 -13 02 17.9        14.110 13.493 13.284
2M16320382-1308186    M107    -33.7    4724    2.17    -1.04    9999    9999    9999    0.07    0.37    0.49    0.47    0.25    4   0   16 32 03.82 -13 08 18.6     13.969 13.353 13.171
2M16320904-1302270    M107    -35.5    4736    2.20    -0.93    9999    9999    9999    0.28    0.59    0.39    -0.10    0.30    4   0   16 32 09.04 -13 02 27.0     13.201 12.582 12.407
2M16322059-1302322    M107    -34.3    5124    3.08    -0.95    9999    9999    9999    0.05    0.30    0.50    -0.18    0.37    4   0   16 32 20.59 -13 02 32.2     12.948 12.395 12.271
2M16322307-1258311    M107    -30.8    4452    1.66    -0.94    -0.18    0.81    0.56    0.44    0.67    0.56    0.16    0.17    2   0   16 32 23.07 -12 58 31.1     11.989 11.261 11.097
2M16322432-1301348    M107    -37.2    4404    1.55    -1.07    -0.23    1.14    0.41    0.51    0.39    0.52    0.35    0.16    2   1   16 32 24.32 -13 01 34.8     12.187 11.458 11.277
2M16322476-1301516    M107    -37.0    5096    2.98    -0.99    9999    9999    9999    -0.06    0.43    0.46    -0.06    0.02    4   0   16 32 24.76 -13 01 51.6     12.720 12.139 12.035
2M16322531-1303076    M107    -33.3    5287    3.51    -1.02    9999    9999    9999    0.00    0.33    0.46    9999    0.34    4   0   16 32 25.31 -13 03 07.6     13.246 12.742 12.613
2M16322615-1300273    M107    -37.7    5075    2.95    -0.99    9999    9999    9999    0.06    0.24    0.44    -0.29    0.34    4   0   16 32 26.15 -13 00 27.3     13.311 12.739 12.620
2M16323024-1257541    M107    -36.5    5057    2.91    -1.04    9999    9999    9999    0.14    0.18    0.51    -0.39    9999    4   0   16 32 30.24 -12 57 54.1     13.376 12.844 12.680
2M16323084-1254593    M107    -34.7    4843    2.42    -0.94    9999    9999    9999    0.30    0.25    0.43    0.03    0.28    4   0   16 32 30.84 -12 54 59.3     14.016 13.370 13.256
2M16323197-1306248    M107    -36.4    4607    1.94    -0.90    9999    9999    9999    0.35    0.64    0.48    0.36    9999    4   0   16 32 31.97 -13 06 24.8     12.736 12.087 11.899
2M16323328-1308325    M107    -37.4    5029    2.81    -0.92    9999    9999    9999    0.06    0.50    0.52    0.37    0.39    4   0   16 32 33.28 -13 08 32.5     13.845 13.235 13.141
2M16323599-1301301    M107    -27.4    4767    2.26    -1.02    9999    9999    9999    0.20    0.41    0.42    0.09    0.25    4   0   16 32 35.99 -13 01 30.1     13.244 12.633 12.460
2M16323769-1306326    M107    -37.8    4660    2.03    -0.93    9999    9999    9999    0.34    0.57    0.43    0.18    0.28    4   0   16 32 37.69 -13 06 32.6     13.254 12.651 12.435
2M16323915-1309444    M107    -32.7    5009    2.76    -1.01    9999    9999    9999    0.10    0.67    0.55    0.60    9999    4   0   16 32 39.15 -13 09 44.4     13.858 13.290 13.148
2M16324056-1303160    M107    -34.2    5403    3.65    -1.10    9999    9999    9999    -0.04    0.16    0.51    0.43    0.38    4   0   16 32 40.56 -13 03 16.0     13.381 12.906 12.778
2M16324274-1304383    M107    -31.5    4901    2.54    -0.96    9999    9999    9999    0.23    0.38    0.48    0.39    -0.01   4   0   16 32 42.74 -13 04 38.3     13.701 13.114 12.959
2M16324438-1302217    M107    -35.0    5193    3.29    -1.02    9999    9999    9999    0.09    0.31    0.43    9999    0.40    4   0   16 32 44.38 -13 02 21.7     13.264 12.750 12.606
2M16324492-1300124    M107    -33.8    5182    3.25    -1.07    9999    9999    9999    0.08    0.20    0.45    -0.16    0.08    4   0   16 32 44.92 -13 00 12.4     13.350 12.863 12.689
2M16324529-1258059    M107    -36.9    4730    2.17    -1.07    9999    9999    9999    0.31    0.58    0.49    0.11    0.32    4   0   16 32 45.29 -12 58 05.9     13.588 12.958 12.792
2M16324667-1303279    M107    -36.5    4669    2.07    -1.04    9999    9999    9999    0.19    0.55    0.53    0.34    -0.09   4   0   16 32 46.67 -13 03 27.9     13.683 12.998 12.867
2M16324671-1309076    M107    -32.4    5399    3.65    -1.05    9999    9999    9999    -0.18    0.07    0.44    0.43    0.51    4   0   16 32 46.71 -13 09 07.6     13.445 12.945 12.841
2M16330145-1300334    M107    -34.2    4555    1.84    -1.06    9999    9999    9999    0.38    0.58    0.52    -0.04    0.30    4   0   16 33 01.45 -13 00 33.4     12.888 12.206 12.033
2M16331316-1306030    M107    -34.0    4898    2.54    -0.94    9999    9999    9999    0.18    0.49    0.46    0.08    0.27    4    0   16 33 13.16 -13 06 03.0     13.493 12.829 12.750
2M19533757+1847286    M71    -26.8    3915    0.71    -0.78    -0.03    0.44    0.45    0.47    0.41    0.38    0.36    0.40    1    0       19 53 37.57 +18 47 28.6        9.503 8.678 8.421 
2M19534463+1851392    M71    -21.6    4723    2.17    -0.61    9999    9999    9999    0.25    0.52    0.33    0.06    0.34    4   0       19 53 44.63 +18 51 39.2     11.765 11.160 11.003
2M19534750+1846169    M71    -21.4    4433    1.64    -0.61    0.05    0.57    0.59    0.42    0.47    0.46    0.05    0.31    1   0       19 53 47.50 +18 46 16.9     10.452 9.698 9.588 
2M19534827+1848021    M71    -20.2    3913    0.71    -0.75    -0.33    1.17    0.34    0.46    0.36    0.27    0.25    0.48    2   1       19 53 48.27 +18 48 02.1     9.177 8.270 8.094 
2M19535064+1849075    M71    -25.6    4228    1.27    -0.69    -0.23    1.19    0.45    0.46    0.57    0.35    0.29    0.43    2   0       19 53 50.64 +18 49 07.5     10.215 9.446 9.271 
2M19535325+1846471    M71    -26.8    3984    0.82    -0.78    -0.01    0.70    0.56    0.48    0.45    0.39    0.30    0.44    1   0       19 53 53.25 +18 46 47.1     9.090 8.197 8.040 
2M19535764+1847570    M71    -26.4    4433    1.64    -0.64    -0.09    1.18    0.57    0.42    0.57    0.44    0.14    0.44    2   0       19 53 57.64 +18 47 57.0     10.906 10.192 10.042
2M19533986+1843530    M71    -22.7    4349    1.48    -0.68    -0.03    1.09    0.58    0.42    0.60    0.45    0.15    0.45    2   0       19 53 39.86 +18 43 53.0        10.113 9.3240 9.2170
2M19534227+1846563    M71    -22.1    4924    2.57    -0.61    9999    9999    9999    0.29    0.55    0.37    0.36    0.52    4   0       19 53 42.27 +18 46 56.3     12.569 11.948 11.871
2M19534274+1845004    M71    -16.4    4927    2.63    -0.72    9999    9999    9999    0.26    0.62    0.40    0.21    0.57    4   0       19 53 42.74 +18 45 00.4     12.619 12.018 11.922
2M19534582+1843435    M71    -24.8    4645    2.03    -0.69    9999    9999    9999    0.41    0.57    0.43    0.15    0.23    4   0       19 53 45.82 +18 43 43.5     12.659 11.948 11.871
2M19535276+1843591    M71    -22.4    4793    2.32    -0.60    9999    9999    9999    0.24    0.47    0.40    0.17    0.45    4   0       19 53 52.76 +18 43 59.1     12.735 12.078 11.996
