# ID  CHIPNUM  XPIX  WAVE   WAVE_ERR   FLUX  NAME USEWAVE
  965   2 1092.57  16137.5049  2.0      9.14   UI    1
  966   2 1089.55  16138.3630  3.0      2.52   UI    1
  967   2 1087.01  16139.0833  4.0      3.14    ?    1
  968   2 1086.05  16139.3555  3.0      3.47  UII    1
  969   2 1082.38  16140.3979  2.0      2.91  UII    1
  970   2 1080.89  16140.8203  4.0      2.29    ?    1
  971   2 1079.19  16141.3000  2.0     19.71   UI    1
  972   2 1072.93  16143.0750  1.0     12.33   UI    1
  973   2 1067.98  16144.4775  2.0      5.21   UI    1
  974   2 1053.98  16148.4436  2.0     19.93   UI    1
  975   2 1050.35  16149.4714  3.0      2.42    ?    1
  976   2 1048.76  16149.9194  2.0      2.74   UI    1
  977   2 1033.64  16154.1968  2.0      6.29    ?    1
  978   2 1031.30  16154.8572  2.0     26.54   UI    1
  979   2 1027.56  16155.9131  2.0     10.06   UI    1
  980   2 1022.45  16157.3584  2.0      6.34  UII    1
  981   2 1020.75  16157.8369  2.0     21.17  UII    1
  982   2 1019.70  16158.1335  2.0     12.03   UI    1
  983   2 1012.64  16160.1257  2.0      8.40   UI    1
  984   2 1007.41  16161.6016  3.0      4.64   UI    1
  985   2  996.29  16164.7375  5.0      2.10   UI    1
  986   2  987.33  16167.2632  1.0      8.36   UI    1
  987   2  985.78  16167.6990  4.0      2.29  UII    1
  988   2  984.25  16168.1299  2.0      5.04    ?    1
  989   2  982.82  16168.5315  3.0      4.89   UI    1
  990   2  982.21  16168.7036  2.0     16.24   UI    1
  991   2  981.18  16168.9929  1.0      7.93  UII    1
  992   2  975.15  16170.6921  2.0      5.86   UI    1
  993   2  974.15  16170.9729  2.0      3.94   UI    1
  994   2  967.85  16172.7441  3.0      3.08    ?    1
  995   2  961.23  16174.6069  3.0      8.07    ?    1
  996   2  959.79  16175.0122  2.0     25.29   UI    1
  997   2  959.46  16175.1038  1.0     23.15   UI    1
  998   2  957.48  16175.6604  2.0     10.29   UI    1
  999   2  949.63  16177.8674  2.0      6.53    ?    1
 1000   2  945.77  16178.9514  2.0      5.56   UI    1
 1001   2  939.01  16180.8472  1.0     16.89   UI    1
 1002   2  936.29  16181.6125  2.0      7.07   UI    1
 1003   2  933.08  16182.5134  2.0      7.33   UI    1
 1004   2  931.24  16183.0286  3.0      6.70   UI    1
 1005   2  927.89  16183.9673  1.0     20.08   UI    1
 1006   2  926.19  16184.4434  2.0    659.31   Ar    1
 1007   2  918.45  16186.6138  2.0      9.84   UI    1
 1008   2  910.22  16188.9185  4.0      2.40   UI    1
 1009   2  907.59  16189.6570  1.0     27.38   UI    1
 1010   2  902.90  16190.9705  2.0      6.34   UI    1
 1011   2  899.62  16191.8884  2.0      5.70   UI    1
 1012   2  888.72  16194.9365  2.0      5.04    ?    1
 1013   2  886.28  16195.6177  3.0      2.05   UI    1
 1014   2  885.63  16195.7996  1.0      9.69   UI    1
 1015   2  884.95  16195.9912  2.0      4.13    ?    1
 1016   2  883.16  16196.4905  2.0      8.79   UI    1
 1017   2  882.49  16196.6785  2.0      5.75   UI    1
 1018   2  877.03  16198.2043  2.0      6.68    ?    1
 1019   2  874.57  16198.8916  3.0      3.23   UI    1
 1020   2  870.31  16200.0818  2.0      4.37    ?    1
 1021   2  865.88  16201.3159  2.0      7.90  UII    1
 1022   2  865.08  16201.5405  4.0      2.09   UI    1
 1023   2  863.74  16201.9153  2.0      2.51   UI    1
 1024   2  857.20  16203.7390  3.0      3.32    ?    1
 1025   2  854.35  16204.5337  2.0     25.31   UI    1
 1026   2  851.97  16205.1978  4.0      2.47   UI    1
 1027   2  848.98  16206.0315  4.0      5.59   UI    1
 1028   2  848.39  16206.1975  2.0      1.93   UI    1
 1029   2  843.15  16207.6575  2.0      1.78    ?    1
 1030   2  842.44  16207.8552  3.0      2.52    ?    1
 1031   2  841.53  16208.1079  1.0     13.21   UI    1
 1032   2  837.07  16209.3518  4.0      4.08   UI    1
 1033   2  829.40  16211.4856  2.0      4.15   UI    1
 1034   2  828.79  16211.6565  2.0      8.91   UI    1
 1035   2  818.10  16214.6301  2.0     15.73   UI    1
 1036   2  816.90  16214.9646  2.0      5.40    ?    1
 1037   2  812.32  16216.2378  2.0      3.73   UI    1
 1038   2  793.79  16221.3867  3.0      3.45   UI    1
 1039   2  783.66  16224.1968  2.0     49.16   UI    1
 1040   2  782.56  16224.5044  4.0      5.71   UI    1
 1041   2  781.97  16224.6655  3.0      3.30    ?    1
 1042   2  780.02  16225.2075  2.0      2.20    ?    1
 1043   2  775.24  16226.5344  3.0      3.08   UI    1
 1044   2  773.60  16226.9885  5.0      2.38   UI    1
 1045   2  766.18  16229.0442  1.0     15.74   UI    1
 1046   2  760.44  16230.6348  2.0      4.88   UI    1
 1047   2  759.91  16230.7825  2.0      4.03    ?    1
 1048   2  756.07  16231.8445  3.0      3.23    ?    1
 1049   2  746.17  16234.5850  2.0      5.16    ?    1
 1050   2  745.50  16234.7693  2.0      4.67   UI    1
 1051   2  739.12  16236.5344  1.0     27.23   UI    1
 1052   2  736.66  16237.2131  3.0      2.00   UI    1
 1053   2  733.20  16238.1702  2.0      3.96   UI    1
 1054   2  730.65  16238.8745  4.0      5.24  UII    1
 1055   2  730.14  16239.0161  2.0      7.55   UI    1
 1056   2  729.31  16239.2468  2.0      4.80   UI    1
 1057   2  723.26  16240.9167  2.0      4.90   UI    1
 1058   2  721.10  16241.5125  2.0      3.62   UI    1
 1059   2  715.05  16243.1824  2.0     32.40   UI    1
 1060   2  712.60  16243.8611  3.0      4.30   UI    1
 1061   2  709.57  16244.6948  2.0     13.62   UI    1
 1062   2  708.24  16245.0623  2.0      4.25  UII    1
 1063   2  697.03  16248.1531  2.0     20.49   UI    1
 1064   2  695.75  16248.5059  2.0      9.12   UI    1
 1065   2  694.46  16248.8635  1.0      7.62   UI    1
 1066   2  690.74  16249.8865  2.0      2.79   UI    1
 1067   2  688.48  16250.5090  2.0      2.60  UII    1
 1068   2  687.73  16250.7166  3.0      2.31   UI    1
 1069   2  685.97  16251.2024  3.0      2.35  UII    1
 1070   2  684.58  16251.5845  3.0      2.58   UI    1
 1071   2  683.93  16251.7639  3.0      2.70   UI    1
 1072   2  682.86  16252.0581  3.0      2.93   UI    1
 1073   2  681.47  16252.4390  1.0     46.43   UI    1
 1074   2  667.78  16256.2061  2.0     12.21   UI    1
 1075   2  665.61  16256.8054  4.0      2.37   UI    1
 1076   2  659.02  16258.6145  3.0      7.98   UI    1
 1077   2  653.00  16260.2686  2.0     61.09   UI    1
 1078   2  648.71  16261.4478  2.0      4.92  UII    1
 1079   2  648.09  16261.6174  2.0     19.61   UI    1
 1080   2  640.54  16263.6902  2.0      8.51   UI    1
 1081   2  637.48  16264.5312  4.0      1.92   UI    1
 1082   2  624.73  16268.0286  2.0      4.15   UI    1
 1083   2  622.96  16268.5132  2.0    129.61   Ar    1
 1084   2  618.97  16269.6069  3.0      1.66   UI    1
 1085   2  615.32  16270.6055  3.0      4.23    ?    1
 1086   2  609.73  16272.1387  3.0      2.67   UI    1
 1087   2  608.10  16272.5842  2.0      5.35   UI    1
 1088   2  601.44  16274.4067  3.0      3.19   UI    1
 1089   2  593.13  16276.6809  2.0      4.29    ?    1
 1090   2  592.30  16276.9080  1.0      8.49   UI    1
 1091   2  588.50  16277.9456  2.0      7.69  UII    1
 1092   2  583.10  16279.4226  2.0      4.87  UII    1
 1093   2  579.46  16280.4175  1.0      8.27   UI    1
 1094   2  577.33  16280.9985  1.0    197.69   UI    1
 1095   2  570.28  16282.9236  2.0      3.37    ?    1
 1096   2  568.29  16283.4668  3.0      2.35   UI    1
 1097   2  565.05  16284.3506  2.0      7.59   UI    1
 1098   2  560.79  16285.5139  2.0      4.10   UI    1
 1099   2  553.68  16287.4524  1.0     11.49  UII    1
 1100   2  543.37  16290.2625  2.0      8.86   UI    1
 1101   2  529.41  16294.0637  2.0      8.15   UI    1
 1102   2  528.56  16294.2944  2.0     10.47   UI    1
 1103   2  526.54  16294.8450  2.0      5.70   UI    1
 1104   2  524.40  16295.4272  2.0      2.37   UI    1
 1105   2  518.24  16297.1021  4.0      2.05    ?    1
 1106   2  504.82  16300.7483  2.0      6.08   UI    1
 1107   2  493.12  16303.9258  2.0      6.05   UI    1
 1108   2  484.73  16306.2036  3.0      2.22   UI    1
 1109   2  482.83  16306.7175  2.0      3.70    ?    1
 1110   2  472.58  16309.4971  1.0     13.44   UI    1
 1111   2  470.77  16309.9866  2.0     47.69   UI    1
 1112   2  464.37  16311.7200  2.0     11.24   UI    1
 1113   2  463.55  16311.9421  3.0      1.91   UI    1
 1114   2  460.11  16312.8735  2.0      6.77   UI    1
 1115   2  453.70  16314.6069  3.0      3.29   UI    1
 1116   2  448.01  16316.1462  2.0      4.80   UI    1
 1117   2  440.34  16318.2227  3.0      2.51   UI    1
 1118   2  437.74  16318.9233  2.0      5.64   UI    1
 1119   2  434.31  16319.8499  5.0      3.26   UI    1
 1120   2  421.23  16323.3826  2.0    188.92   UI    1
 1121   2  418.10  16324.2285  1.0     15.46   UI    1
 1122   2  417.34  16324.4324  4.0      2.32   UI    1
 1123   2  416.17  16324.7485  2.0      4.24   UI    1
 1124   2  412.69  16325.6860  2.0      2.79    ?    1
 1125   2  410.87  16326.1780  2.0     14.10   UI    1
 1126   2  403.39  16328.1946  2.0     15.88  UII    1
 1127   2  400.76  16328.9038  1.0     16.90   UI    1
 1128   2  396.72  16329.9915  2.0     24.34  UII    1
 1129   2  385.58  16332.9919  1.0     12.08   UI    1
 1130   2  381.39  16334.1199  3.0      1.89  UII    1
 1131   2  379.92  16334.5154  2.0      4.88   UI    1
 1132   2  378.20  16334.9780  2.0     38.53  UII    1
 1133   2  375.74  16335.6384  1.0     30.27   UI    1
 1134   2  372.15  16336.6052  3.0      4.72  UII    1
 1135   2  371.49  16336.7834  1.0     15.58   UI    1
 1136   2  355.05  16341.1987  1.0     81.03   UI    1
 1137   2  353.50  16341.6162  1.0    106.37   UI    1
 1138   2  351.69  16342.1008  3.0      5.69    ?    1
 1139   2  347.55  16343.2129  2.0      2.45    ?    1
 1140   2  331.59  16347.4927  1.0     71.72   UI    1
 1141   2  322.33  16349.9756  2.0      4.79   UI    1
 1142   2  312.70  16352.5525  3.0      2.98   UI    1
 1143   2  309.44  16353.4265  2.0      5.89    ?    1
 1144   2  303.46  16355.0256  1.0     20.19   UI    1
 1145   2  302.96  16355.1599  2.0      5.64    ?    1
 1146   2  302.39  16355.3125  2.0      3.20   UI    1
 1147   2  299.79  16356.0071  2.0      3.49    ?    1
 1148   2  293.78  16357.6135  1.0     39.61   UI    1
 1149   2  287.41  16359.3152  4.0      4.72   UI    1
 1150   2  283.61  16360.3320  4.0      2.53  UII    1
 1151   2  282.20  16360.7080  2.0     12.04   UI    1
 1152   2  280.68  16361.1145  2.0      7.01   UI    1
 1153   2  278.49  16361.6980  3.0      1.89  UII    1
 1154   2  276.88  16362.1265  6.0      2.16   UI    1
 1155   2  275.37  16362.5305  1.0     32.81   UI    1
 1156   2  271.96  16363.4399  5.0      2.76    ?    1
 1157   2  270.68  16363.7817  1.0     61.62   UI    1
 1158   2  264.73  16365.3699  1.0     59.29   UI    1
 1159   2  262.99  16365.8337  3.0      2.41   UI    1
 1160   2  259.09  16366.8738  6.0      3.82   UI    1
 1161   2  257.25  16367.3645  3.0      3.57  UII    1
 1162   2  256.42  16367.5842  1.0     20.04   UI    1
 1163   2  254.28  16368.1555  4.0      2.37   UI    1
 1164   2  253.22  16368.4375  4.0      3.34   UI    1
 1165   2  250.21  16369.2383  4.0      2.81    ?    1
 1166   2  241.87  16371.4600  2.0      6.94   UI    1
 1167   2  240.93  16371.7090  2.0      6.85   UI    1
 1168   2  237.67  16372.5781  3.0      4.68  UII    1
 1169   2  233.21  16373.7634  2.0      4.65    ?    1
 1170   2  230.28  16374.5435  3.0      2.60   UI    1
 1171   2  228.32  16375.0635  1.0     11.45    ?    1
 1172   2  227.67  16375.2380  3.0     14.93    ?    1
 1173   2  225.10  16375.9216  3.0      3.95   UI    1
 1174   2  222.66  16376.5698  2.0      5.08   UI    1
 1175   2  221.78  16376.8030  2.0      7.42   UI    1
 1176   2  215.11  16378.5754  1.0     12.90   UI    1
 1177   2  209.18  16380.1501  1.0     12.06   UI    1
 1178   2  206.72  16380.8044  2.0      7.57   UI    1
 1179   2  201.60  16382.1619  3.0      2.58   UI    1
 1180   2  191.56  16384.8242  1.0     12.08   UI    1
 1181   2  189.33  16385.4175  1.0     34.80  UII    1
 1182   2  185.61  16386.4026  2.0      3.35  UII    1
 1183   2  181.17  16387.5793  2.0      2.58    ?    1
 1184   2  178.67  16388.2422  2.0      4.86    ?    1
 1185   2  170.31  16390.4565  3.0      2.24   UI    1
 1186   2  167.50  16391.1987  1.0     20.28   UI    1
 1187   2  161.31  16392.8357  2.0      3.72  UII    1
 1188   2  154.57  16394.6191  2.0      3.18   UI    1
 1189   2  153.92  16394.7925  2.0      3.41   UI    1
 1190   2  149.12  16396.0608  2.0      3.25   UI    1
 1191   2  147.07  16396.6016  3.0      2.21    ?    1
 1192   2  139.60  16398.5754  1.0     12.44   UI    1
 1193   2  130.89  16400.8740  3.0      3.17   UI    1
 1194   2  125.43  16402.3157  3.0      2.05   UI    1
 1195   2  116.41  16404.6924  3.0      2.18   UI    1
 1196   2  111.66  16405.9448  3.0      2.27  UII    1
 1197   2  110.49  16406.2549  1.0     29.25   UI    1
 1198   2  108.84  16406.6882  2.0      7.43   UI    1
 1199   2  107.40  16407.0679  2.0     74.47   UI    1
 1200   2  105.40  16407.5952  3.0      1.55   UI    1
 1201   2   96.81  16409.8560  5.0      2.53   UI    1
 1202   2   93.16  16410.8154  3.0      3.63   UI    1
 1203   2   81.07  16413.9966  1.0     27.93   UI    1
 1204   2   72.08  16416.3586  2.0     36.91   UI    1
 1205   2   69.38  16417.0667  2.0      3.71   UI    1
 1206   2   67.00  16417.6917  2.0      3.80   UI    1
 1207   2   52.99  16421.3684  1.0     50.95   UI    1
 1208   2   48.58  16422.5256  3.0      3.21   UI    1
 1209   2   47.06  16422.9236  4.0      1.52   UI    1
 1210   2   43.44  16423.8733  2.0     10.65  UII    1
 1211   2   36.69  16425.6433  2.0      5.93   UI    1
 1212   2   27.94  16427.9333  3.0     15.34  UII    1
 1213   2   27.40  16428.0750  1.0     27.70   UI    1
 1214   2   23.92  16428.9868  3.0      2.55   UI    1
 1215   2   17.39  16430.6946  2.0      4.20    ?    1
 1216   2   10.75  16432.4304  1.0     48.64   UI    1
 1217   2    1.90  16434.7424  3.0      2.03   UI    1
 1218   2   -2.25  16435.8264  4.0      1.78   UI    1
 1219   2  -16.63  16439.5813  2.0    134.82   UI    1
 1220   2  -18.18  16439.9854  3.0      9.33  UII    1
 1221   2  -22.31  16441.0632  2.0   2176.85   Ar    1
 1222   2  -26.96  16442.2754  2.0      8.72  UII    1
 1223   2  -28.51  16442.6794  3.0      2.86   UI    1
 1224   2  -32.24  16443.6499  1.0     24.94   UI    1
 1225   2  -34.13  16444.1443  2.0     41.36   UI    1
 1226   2  -38.76  16445.3491  2.0      6.39   UI    1
 1227   1 2087.66  16462.5635  2.0      9.30   UI    1
 1228   1 2086.69  16462.8149  3.0      2.09   UI    1
 1229   1 2083.04  16463.7598  3.0      4.89   UI    1
 1230   1 2081.20  16464.2358  3.0      1.63   UI    1
 1231   1 2079.16  16464.7632  3.0      2.15   UI    1
 1232   1 2078.10  16465.0366  2.0      6.50   UI    1
 1233   1 2070.97  16466.8823  2.0      7.57   UI    1
 1234   1 2069.80  16467.1838  1.0     68.87   UI    1
 1235   1 2068.76  16467.4524  2.0     22.76   UI    1
 1236   1 2058.70  16470.0500  2.0      4.04   UI    1
 1237   1 2057.72  16470.3040  1.0     12.47   UI    1
 1238   1 2044.18  16473.7976  2.0      3.96   UI    1
 1239   1 2042.41  16474.2542  2.0     33.56   UI    1
 1240   1 2040.98  16474.6216  2.0      5.56    ?    1
 1241   1 2033.24  16476.6174  1.0     27.53   UI    1
 1242   1 2029.44  16477.5964  2.0     23.32  UII    1
 1243   1 2028.34  16477.8784  2.0      6.68  UII    1
 1244   1 2025.65  16478.5718  3.0      2.60   UI    1
 1245   1 2015.88  16481.0852  1.0     11.41   UI    1
 1246   1 2010.93  16482.3584  2.0      3.97   UI    1
 1247   1 2001.06  16484.8975  1.0      9.87   UI    1
 1248   1 1998.91  16485.4480  2.0     10.37  UII    1
 1249   1 1994.02  16486.7041  2.0      5.36   UI    1
 1250   1 1986.12  16488.7329  1.0     66.20   UI    1
 1251   1 1977.77  16490.8740  1.0     42.38  UII    1
 1252   1 1973.61  16491.9397  3.0      3.85  UII    1
 1253   1 1972.03  16492.3462  2.0      6.53   UI    1
 1254   1 1970.52  16492.7332  3.0      1.98    ?    1
 1255   1 1968.38  16493.2825  2.0     10.38   UI    1
 1256   1 1964.62  16494.2432  3.0      2.02   UI    1
 1257   1 1962.48  16494.7913  3.0      4.73   UI    1
 1258   1 1952.52  16497.3425  2.0      7.83  UII    1
 1259   1 1943.74  16499.5874  3.0      1.75    ?    1
 1260   1 1942.21  16499.9780  3.0      5.11   UI    1
 1261   1 1936.83  16501.3538  3.0      2.79   UI    1
 1262   1 1935.75  16501.6284  2.0      5.14   UI    1
 1263   1 1922.23  16505.0818  2.0     15.86   UI    1
 1264   1 1921.49  16505.2710  2.0      5.28   UI    1
 1265   1 1914.43  16507.0715  2.0      4.41  UII    1
 1266   1 1909.75  16508.2654  1.0     12.36   UI    1
 1267   1 1907.23  16508.9075  4.0      2.40   UI    1
 1268   1 1906.24  16509.1602  4.0      3.16   UI    1
 1269   1 1902.89  16510.0146  7.0      1.56    ?    1
 1270   1 1901.73  16510.3088  5.0      2.89   UI    1
 1271   1 1896.82  16511.5601  2.0      4.18   UI    1
 1272   1 1894.79  16512.0764  2.0     24.50   UI    1
 1273   1 1883.36  16514.9854  1.0     44.82   UI    1
 1274   1 1880.59  16515.6885  1.0     66.23   UI    1
 1275   1 1873.85  16517.4023  3.0     10.02    ?    1
 1276   1 1869.08  16518.6145  4.0      2.21   UI    1
 1277   1 1867.90  16518.9136  2.0      6.44   UI    1
 1278   1 1865.63  16519.4922  2.0      3.00   UI    1
 1279   1 1864.14  16519.8694  1.0     21.29   UI    1
 1280   1 1860.65  16520.7544  2.0     19.45  UII    1
 1281   1 1849.46  16523.5950  2.0      3.06   UI    1
 1282   1 1846.37  16524.3774  1.0   2467.47   Ar    1
 1283   1 1841.59  16525.5896  2.0      6.09   UI    1
 1284   1 1830.89  16528.2996  1.0     35.97   UI    1
 1285   1 1817.33  16531.7322  1.0     36.93   UI    1
 1286   1 1808.06  16534.0747  4.0      2.90   UI    1
 1287   1 1806.46  16534.4788  1.0     24.86   UI    1
 1288   1 1804.98  16534.8547  2.0      2.96   UI    1
 1289   1 1795.51  16537.2449  3.0      3.01  UII    1
 1290   1 1789.25  16538.8257  3.0      1.82   UI    1
 1291   1 1777.06  16541.8994  3.0      6.17    ?    1
 1292   1 1774.07  16542.6526  3.0      2.14   UI    1
 1293   1 1766.87  16544.4666  2.0    234.45   UI    1
 1294   1 1764.21  16545.1355  1.0    708.29   UI    1
 1295   1 1761.72  16545.7629  2.0    307.00   UI    1
 1296   1 1752.87  16547.9895  4.0      1.60   UI    1
 1297   1 1748.98  16548.9673  1.0     13.32   UI    1
 1298   1 1741.01  16550.9692  1.0     11.55   UI    1
 1299   1 1739.84  16551.2634  3.0      4.12   UI    1
 1300   1 1729.78  16553.7903  4.0   1175.42   Ar    1
 1301   1 1725.31  16554.9109  1.0    114.09   Ar    1
 1302   1 1718.38  16556.6492  5.0      1.77   UI    1
 1303   1 1713.95  16557.7588  4.0      1.97   UI    1
 1304   1 1709.05  16558.9880  1.0     17.37   UI    1
 1305   1 1707.23  16559.4434  3.0      2.07   UI    1
 1306   1 1693.38  16562.9114  2.0      3.50   UI    1
 1307   1 1692.51  16563.1274  2.0      4.63   UI    1
 1308   1 1691.55  16563.3691  5.0      1.81    ?    1
 1309   1 1688.95  16564.0186  2.0     13.48   UI    1
 1310   1 1683.61  16565.3540  2.0      6.48   UI    1
 1311   1 1680.95  16566.0193  2.0      4.18  UII    1
 1312   1 1679.07  16566.4880  4.0      2.58   UI    1
 1313   1 1675.87  16567.2876  4.0      2.12  UII    1
 1314   1 1671.23  16568.4485  2.0      8.67   UI    1
 1315   1 1669.65  16568.8416  5.0      2.60   UI    1
 1316   1 1668.59  16569.1064  4.0      2.95   UI    1
 1317   1 1658.40  16571.6504  1.0     12.11   UI    1
 1318   1 1646.18  16574.6960  1.0    149.23   UI    1
 1319   1 1641.60  16575.8374  3.0      2.42   UI    1
 1320   1 1638.04  16576.7236  2.0      6.20    ?    1
 1321   1 1637.31  16576.9055  3.0      2.96   UI    1
 1322   1 1633.38  16577.8821  2.0      3.85   UI    1
 1323   1 1631.86  16578.2617  3.0      2.28   UI    1
 1324   1 1616.87  16581.9885  2.0     12.58   UI    1
 1325   1 1610.69  16583.5242  2.0      3.30   UI    1
 1326   1 1603.67  16585.2673  3.0      3.23  UII    1
 1327   1 1600.46  16586.0645  1.0     11.45   UI    1
 1328   1 1595.09  16587.3962  1.0     37.10  UII    1
 1329   1 1589.99  16588.6621  1.0     15.07   UI    1
 1330   1 1585.86  16589.6851  2.0      4.97   UI    1
 1331   1 1584.64  16589.9866  3.0      1.93   UI    1
 1332   1 1580.09  16591.1145  1.0     25.61   UI    1
 1333   1 1577.49  16591.7590  2.0     13.26    ?    1
 1334   1 1576.36  16592.0386  1.0     69.40    ?    1
 1335   1 1570.37  16593.5205  5.0      1.66    ?    1
 1336   1 1564.94  16594.8645  2.0      8.61    ?    1
 1337   1 1561.67  16595.6738  2.0     58.51   UI    1
 1338   1 1559.06  16596.3196  3.0      2.01   UI    1
 1339   1 1555.27  16597.2546  2.0      6.85   UI    1
 1340   1 1553.28  16597.7478  2.0      6.91   UI    1
 1341   1 1550.96  16598.3203  2.0      4.76   UI    1
 1342   1 1549.34  16598.7219  2.0     12.06   UI    1
 1343   1 1539.25  16601.2122  4.0      2.51   UI    1
 1344   1 1532.38  16602.9065  2.0     13.82   UI    1
 1345   1 1529.26  16603.6780  2.0      9.28    ?    1
 1346   1 1523.61  16605.0708  2.0     75.93   UI    1
 1347   1 1520.40  16605.8606  3.0      2.75   UI    1
 1348   1 1509.80  16608.4705  2.0     14.86  UII    1
 1349   1 1507.23  16609.1040  2.0      8.82   UI    1
 1350   1 1505.55  16609.5166  6.0      2.29   UI    1
 1351   1 1501.17  16610.5945  3.0      4.75   UI    1
 1352   1 1499.39  16611.0327  2.0      3.73  UII    1
 1353   1 1496.72  16611.6907  4.0      3.45    ?    1
 1354   1 1489.35  16613.5010  2.0     22.97  UII    1
 1355   1 1485.33  16614.4885  3.0      1.99    ?    1
 1356   1 1483.73  16614.8816  4.0      1.90   UI    1
 1357   1 1477.09  16616.5125  3.0      2.89  UII    1
 1358   1 1473.12  16617.4866  1.0     67.90  UII    1
 1359   1 1468.99  16618.4985  2.0      7.26   UI    1
 1360   1 1468.23  16618.6853  1.0     13.18    ?    1
 1361   1 1467.03  16618.9795  2.0      8.30   UI    1
 1362   1 1460.75  16620.5188  2.0      4.29   UI    1
 1363   1 1460.04  16620.6934  2.0      3.18   UI    1
 1364   1 1454.92  16621.9470  3.0      3.54   UI    1
 1365   1 1452.74  16622.4829  3.0      4.87   UI    1
 1366   1 1446.86  16623.9221  3.0      3.09   UI    1
 1367   1 1441.97  16625.1184  2.0      8.85   UI    1
 1368   1 1436.73  16626.4001  2.0      7.24    ?    1
 1369   1 1429.48  16628.1726  3.0      2.51    ?    1
 1370   1 1423.14  16629.7229  3.0      4.06   UI    1
 1371   1 1418.76  16630.7910  1.0     10.24   UI    1
 1372   1 1415.04  16631.6992  3.0      5.15   UI    1
 1373   1 1412.64  16632.2852  1.0     11.47  UII    1
 1374   1 1408.68  16633.2520  2.0     13.16  UII    1
 1375   1 1403.88  16634.4226  3.0      3.75   UI    1
 1376   1 1395.87  16636.3745  2.0      4.48   UI    1
 1377   1 1390.60  16637.6575  4.0      2.70   UI    1
 1378   1 1389.74  16637.8687  2.0      7.75   UI    1
 1379   1 1388.41  16638.1909  2.0      3.84   UI    1
 1380   1 1385.79  16638.8306  2.0      9.09   UI    1
 1381   1 1362.65  16644.4568  2.0     11.50  UII    1
 1382   1 1358.47  16645.4724  2.0      5.68    ?    1
 1383   1 1353.37  16646.7114  2.0      5.68   UI    1
 1384   1 1340.75  16649.7729  3.0      4.34   UI    1
 1385   1 1337.97  16650.4456  4.0      1.62   UI    1
 1386   1 1332.85  16651.6870  2.0     39.34   UI    1
 1387   1 1311.29  16656.9043  1.0     12.13  UII    1
 1388   1 1310.42  16657.1155  2.0      6.62   UI    1
 1389   1 1298.57  16659.9792  2.0      8.86   UI    1
 1390   1 1291.82  16661.6089  3.0     20.82  UII    1
 1391   1 1290.08  16662.0288  2.0     22.25    ?    1
 1392   1 1278.04  16664.9329  1.0     79.56   UI    1
 1393   1 1277.11  16665.1575  3.0     10.13    ?    1
 1394   1 1274.03  16665.8984  4.0      3.18   UI    1
 1395   1 1265.49  16667.9565  1.0      9.35   UI    1
 1396   1 1261.20  16668.9905  1.0     49.20  UII    1
 1397   1 1255.89  16670.2661  4.0      1.61   UI    1
 1398   1 1245.63  16672.7344  1.0    131.33   UI    1
 1399   1 1234.69  16675.3625  3.0      3.59   UI    1
 1400   1 1222.24  16678.3508  1.0     13.80  UII    1
 1401   1 1220.89  16678.6743  3.0      8.08   UI    1
 1402   1 1217.70  16679.4397  1.0     64.65   UI    1
 1403   1 1214.58  16680.1855  1.0     55.99   UI    1
 1404   1 1212.71  16680.6348  5.0      1.85   UI    1
 1405   1 1205.03  16682.4744  3.0      3.95   UI    1
 1406   1 1200.94  16683.4534  2.0      4.99   UI    1
 1407   1 1193.40  16685.2576  2.0      5.69  UII    1
 1408   1 1185.24  16687.2095  2.0      3.23   UI    1
 1409   1 1179.87  16688.4924  3.0      5.59   UI    1
 1410   1 1178.85  16688.7366  3.0      3.18   UI    1
 1411   1 1173.91  16689.9158  3.0      4.83    ?    1
 1412   1 1169.21  16691.0376  3.0      4.68   UI    1
 1413   1 1163.42  16692.4194  2.0      5.28    ?    1
 1414   1 1162.09  16692.7368  2.0      9.24   UI    1
 1415   1 1159.70  16693.3069  1.0     10.59   UI    1
 1416   1 1152.59  16695.0000  4.0      5.15  UII    1
 1417   1 1147.29  16696.2634  5.0      3.79   UI    1
 1418   1 1145.53  16696.6821  3.0      2.97   UI    1
 1419   1 1144.14  16697.0142  2.0      4.12   UI    1
 1420   1 1141.71  16697.5928  3.0      9.40  UII    1
 1421   1 1136.61  16698.8062  1.0     11.51  UII    1
 1422   1 1127.96  16700.8630  3.0      3.62   UI    1
 1423   1 1123.44  16701.9373  1.0      8.12   UI    1
 1424   1 1116.43  16703.6035  2.0      6.63   UI    1
 1425   1 1098.48  16707.8638  3.0      2.53    ?    1
 1426   1 1095.49  16708.5718  3.0      3.32   UI    1
 1427   1 1091.93  16709.4165  1.0      9.45   UI    1
 1428   1 1089.78  16709.9255  3.0      2.53   UI    1
 1429   1 1087.90  16710.3711  5.0      1.59    ?    1
 1430   1 1086.37  16710.7324  3.0      2.97   UI    1
 1431   1 1084.00  16711.2927  2.0      4.69   UI    1
 1432   1 1081.58  16711.8665  1.0     58.92   UI    1
 1433   1 1072.53  16714.0076  3.0      2.31   UI    1
 1434   1 1068.42  16714.9805  1.0     59.08   UI    1
 1435   1 1063.55  16716.1304  2.0      8.70   UI    1
 1436   1 1058.54  16717.3157  3.0      2.70    ?    1
 1437   1 1056.11  16717.8894  2.0     18.86   UI    1
