APOGEE_ID,DDO51,DDO51ERR,M,MERR,T2,T2ERR
2M06404083-5054292,18.614,0.0135,18.6418,0.0172,17.0244,0.0203
2M06404218-5128089,18.9635,0.0177,18.6943,0.02,17.0209,0.0224
2M06404237-5057423,18.2354,0.0127,18.2789,0.0171,16.581,0.0203
2M06404244-5100428,18.5447,0.013,18.6018,0.0173,16.9917,0.0206
2M06404244-5100428,0.0,0.0,0.0,0.0,0.0,0.0
2M06404276-5137547,18.6652,0.0166,18.4255,0.0198,16.7216,0.0225
2M06404635-5101392,17.9898,0.0127,18.0263,0.0175,16.2748,0.0209
2M06404775-5106033,17.9916,0.0127,18.0268,0.0171,16.1412,0.0211
2M06405033-5139065,18.4005,0.0165,18.2482,0.0197,16.7418,0.0216
2M06405331-5126258,18.9297,0.0176,18.663,0.0198,17.0493,0.0222
2M06405695-5058383,18.4397,0.0133,18.4748,0.0173,16.8282,0.0206
2M06405789-5102276,17.9935,0.0126,18.0275,0.0167,16.4125,0.0199
2M06405846-5053353,18.1478,0.0128,18.1738,0.0174,16.3894,0.0206
2M06405987-5100423,0.0,0.0,0.0,0.0,0.0,0.0
2M06410120-5116424,18.3777,0.0171,18.1109,0.0199,16.1864,0.0234
2M06410286-5144437,18.5416,0.017,18.3477,0.0199,16.7511,0.0221
2M06410287-5043009,18.1865,0.014,17.943,0.0172,16.1793,0.0208
2M06410358-5057048,0.0,0.0,0.0,0.0,0.0,0.0
2M06410501-5101359,17.9669,0.0126,17.9937,0.0171,16.1886,0.0204
2M06410536-5111161,18.5016,0.0169,18.2759,0.0203,16.3149,0.024
2M06410536-5111161,18.5308,0.014,18.3119,0.0174,16.3459,0.0231
2M06410537-5105257,17.9235,0.0126,17.9469,0.0172,16.1186,0.0206
2M06410541-5140412,18.7636,0.0175,18.5169,0.0198,16.7667,0.0226
2M06410857-5047496,18.28,0.014,18.0837,0.0173,16.2494,0.021
2M06411054-5055528,18.3306,0.0129,18.3336,0.0173,16.6308,0.0204
2M06411220-5113163,18.1913,0.0164,18.2403,0.0198,16.5376,0.0223
2M06411220-5113163,18.2107,0.0127,18.2787,0.0172,16.5748,0.0208
2M06411352-5054250,18.6055,0.015,18.2343,0.0191,15.3153,0.0268
2M06411470-5051099,17.9747,0.0126,17.9993,0.0174,16.277,0.0203
2M06411566-5059480,18.1778,0.0128,18.1831,0.0172,16.4256,0.021
2M06411607-5109196,18.9608,0.0611,18.9825,0.0538,17.409,0.0589
2M06411607-5109196,19.0746,0.0662,19.825,0.06,17.5824,0.0724
2M06411676-5100540,18.1278,0.0132,18.1541,0.0173,16.4331,0.0207
2M06411812-5143506,18.3996,0.0163,18.3133,0.0198,16.7411,0.0219
2M06411855-5138127,18.6962,0.0171,18.4559,0.0199,16.7996,0.0223
2M06411857-5053115,18.397,0.0133,18.4043,0.0177,16.6966,0.0213
2M06411971-5057254,18.371,0.0132,18.3668,0.0172,16.7348,0.02
2M06412137-5124460,16.9288,0.0626,16.7801,0.0582,15.1006,0.0666
2M06412153-5047581,20.0092,0.0212,19.7306,0.0203,17.455,0.0243
2M06412153-5047581,18.9423,0.0139,18.9955,0.0178,17.4744,0.0201
2M06412153-5047581,0.0,0.0,0.0,0.0,0.0,0.0
2M06412298-5044469,0.0,0.0,0.0,0.0,0.0,0.0
2M06412343-5139436,16.0011,0.0153,15.9949,0.0192,14.6213,0.0209
2M06412367-5130156,19.3422,0.0582,19.2619,0.0551,17.8883,0.0579
2M06412429-5103246,18.2226,0.0139,17.8944,0.0177,15.6201,0.0228
2M06412612-5055439,18.0217,0.0126,17.972,0.0174,16.1791,0.0204
2M06412718-5100182,18.1193,0.013,18.108,0.0172,16.3662,0.0205
2M06413131-5122022,18.2788,0.0164,18.0986,0.0199,16.3789,0.0224
2M06413287-5112298,18.6057,0.0173,18.4022,0.02,16.8238,0.022
2M06413287-5112298,18.6167,0.0133,18.4491,0.017,16.8585,0.0197
2M06413381-5057142,17.1547,0.0124,17.158,0.0164,16.301,0.0178
2M06413382-5027439,0.0,0.0,0.0,0.0,0.0,0.0
2M06413425-5045449,18.1143,0.0137,17.8788,0.0177,16.1017,0.0232
2M06413647-5056231,18.278,0.013,18.2316,0.0169,16.5215,0.02
2M06413765-5101436,18.3659,0.0131,18.3609,0.0171,16.663,0.0201
2M06413916-5054328,18.5968,0.013,18.5691,0.0171,16.9712,0.0199
2M06413963-5049587,17.9505,0.0128,17.9414,0.0172,16.1314,0.0208
2M06414030-5100027,0.0,0.0,0.0,0.0,0.0,0.0
2M06414144-5058080,18.5529,0.015,18.1743,0.0191,15.083,0.0273
2M06414463-5103312,18.6523,0.014,18.6627,0.0178,17.0318,0.0199
2M06414604-5051013,0.0,0.0,0.0,0.0,0.0,0.0
2M06414627-5058559,18.3022,0.0136,18.0761,0.017,16.5439,0.0194
2M06414637-5101227,18.2906,0.013,18.2613,0.0175,16.539,0.021
2M06414823-5055016,18.0456,0.0131,17.9845,0.0174,16.1952,0.0204
2M06414964-5130147,0.0,0.0,0.0,0.0,0.0,0.0
2M06415130-5041534,18.5831,0.0135,18.4741,0.0172,17.0431,0.0194
2M06415283-5123544,18.4477,0.0179,18.1272,0.02,16.4038,0.0224
2M06415385-5058110,18.2641,0.0127,18.2504,0.0172,16.5343,0.0204
2M06415434-5102460,18.7264,0.0138,18.7266,0.0175,17.1616,0.0197
2M06415460-5057007,0.0,0.0,0.0,0.0,0.0,0.0
2M06415507-5129330,18.7847,0.0181,18.4324,0.02,16.7797,0.0223
2M06415781-5059530,18.1381,0.0127,18.0817,0.0175,16.2547,0.0207
2M06415941-5109436,16.932,0.0156,16.8285,0.0194,15.1173,0.0221
2M06415941-5109436,16.9715,0.0124,16.8661,0.0168,15.1597,0.0199
2M06415969-5051133,18.1095,0.0135,18.0896,0.0174,16.3357,0.0205
2M06415985-5101533,18.0632,0.0125,18.0401,0.0172,16.1375,0.0209
2M06420077-5135372,18.3746,0.0165,18.2341,0.0197,16.54,0.0224
2M06420106-5103442,18.1571,0.0126,18.1649,0.0172,16.4305,0.0201
2M06420137-5125522,18.0931,0.0168,17.809,0.0199,15.8907,0.0231
2M06420155-5053004,18.5393,0.0134,18.5172,0.0171,16.8681,0.02
2M06420247-5122500,18.7991,0.0179,18.5044,0.0202,16.8663,0.0223
2M06420247-5122500,0.0,0.0,0.0,0.0,0.0,0.0
2M06420281-5058597,18.6191,0.0132,18.5953,0.017,16.9961,0.0199
2M06420537-5057484,18.6443,0.0136,18.644,0.0174,16.9961,0.0201
2M06420892-5112011,18.6876,0.0173,18.409,0.0202,16.5491,0.023
2M06420892-5112011,18.6954,0.0143,18.4503,0.0183,16.583,0.0207
2M06420906-5058365,17.4929,0.0125,17.4666,0.0162,16.5109,0.0174
2M06420995-5126237,18.8075,0.0183,18.5171,0.0204,16.8595,0.0223
2M06421034-5056239,18.4963,0.0151,18.1117,0.0191,15.3707,0.0254
2M06421742-5055550,18.2025,0.0131,18.1614,0.0176,16.438,0.0205
2M06422037-5136025,18.6156,0.0173,18.3587,0.02,16.4501,0.0231
2M06422343-5040078,18.4646,0.0133,18.3069,0.0172,16.7687,0.0196
2M06422647-5134403,18.8271,0.0176,18.5541,0.02,16.8819,0.0225
2M06422745-5113243,18.1864,0.0166,17.98,0.0197,16.2578,0.0224
2M06422745-5113243,18.1801,0.0131,18.0069,0.0171,16.2871,0.0202
2M06422826-5100038,18.1735,0.0127,18.1642,0.0175,16.3116,0.0208
2M06423014-5137303,18.9398,0.0267,18.5139,0.0249,16.7125,0.0532
2M06423628-5057119,18.4166,0.013,18.4408,0.0173,16.7295,0.0202
2M06424034-5132016,18.4333,0.017,18.1406,0.02,16.1309,0.0235
2M06424598-5038268,0.0,0.0,0.0,0.0,0.0,0.0
2M06424883-5027063,0.0,0.0,0.0,0.0,0.0,0.0
2M06425118-5131069,18.4571,0.0172,18.226,0.0199,16.2357,0.0236
2M06425179-5136572,18.4052,0.38,18.1648,0.0243,16.3135,0.0945
2M06425202-5121048,15.1159,0.0153,15.0647,0.0193,13.5985,0.0267
2M06425320-5111275,18.5854,0.0167,18.4112,0.0199,16.789,0.0223
2M06425320-5111275,18.6247,0.0143,18.4575,0.0171,16.8133,0.0198
2M06430318-5058167,18.6202,0.0132,18.6826,0.0176,17.0883,0.0198
2M06430568-5131273,18.5229,0.017,18.2793,0.0198,16.3951,0.0231
2M06430568-5131273,18.5266,0.0163,18.2842,0.0192,16.3912,0.0226
2M06430568-5131273,0.0,0.0,0.0,0.0,0.0,0.0
2M06430665-5115236,18.3197,0.0162,18.1697,0.0197,16.5877,0.0218
2M06430665-5115236,18.295,0.0144,18.1955,0.017,16.5732,0.0213
2M06430705-5120058,18.1792,0.0166,17.9494,0.0198,16.2748,0.0222
2M06430794-5137401,18.3055,0.0168,18.0897,0.0197,16.3334,0.0225
2M06431173-5055041,18.7084,0.0135,18.7725,0.0182,17.1721,0.0197
2M06431216-5112245,16.9364,0.0154,16.8473,0.0193,15.4055,0.0212
2M06431216-5112245,16.9328,0.0148,16.8515,0.0185,15.4277,0.0206
2M06431216-5112245,16.9659,0.0123,16.908,0.0165,15.4271,0.0196
2M06431264-5038561,17.889,0.013,17.7677,0.0176,15.9772,0.021
2M06431282-5040186,16.2621,0.0122,16.3233,0.0163,15.1519,0.0182
2M06431327-5049079,18.7835,0.0143,18.6459,0.0173,17.0931,0.0206
2M06431430-5119359,18.2633,0.0167,17.9919,0.0202,15.937,0.0237
2M06431430-5119359,18.2897,0.016,18.0263,0.0193,15.9224,0.0234
2M06431915-5050117,18.1314,0.0139,17.8649,0.0177,15.8697,0.0215
2M06432075-5042110,15.8977,0.0121,15.9438,0.0164,14.6676,0.0183
2M06432367-5123228,18.2052,0.0165,17.9438,0.0199,16.0486,0.0231
2M06432367-5123228,18.2256,0.0159,17.9614,0.019,16.0452,0.0226
2M06432610-5140222,17.0148,0.0155,16.9512,0.0192,15.5032,0.0212
2M06432610-5140222,17.0529,0.0148,16.9629,0.0185,15.5293,0.0205
2M06433140-5126221,18.3466,0.0165,18.0613,0.0192,16.2329,0.0227
2M06433576-5116343,18.4865,0.0162,18.3167,0.0192,16.6809,0.0216
2M06434604-5118186,18.35,0.0158,18.1544,0.019,16.5283,0.0215
2M06434728-5116378,18.523,0.0166,18.2741,0.0193,16.4761,0.0222
2M06434813-5127284,18.5478,0.0166,18.2533,0.0191,16.4103,0.0223
2M06435107-5110501,18.8522,0.0485,18.8505,0.0395,17.289,0.0558
2M06440219-5118251,0.0,0.0,0.0,0.0,0.0,0.0
2M06441056-5129341,16.4986,0.0146,16.4794,0.0184,15.1141,0.0203
2M06441290-5127409,18.8941,0.017,18.603,0.0193,16.9001,0.0219
2M06441454-5118479,18.149,0.0155,17.9528,0.019,16.2657,0.0215
2M06442354-5135550,18.2446,0.0165,18.0333,0.0192,16.2268,0.0237
2M06442562-5137276,18.8421,0.0164,18.6469,0.0192,16.9952,0.0218
2M06442667-5141329,18.1285,0.0157,17.9162,0.0191,16.0524,0.0224
2M06442771-5140266,19.0205,0.0169,18.8625,0.0195,17.1632,0.022
2M06443828-5115289,18.0847,0.0158,17.8435,0.0191,15.9773,0.0222
2M06444767-5140402,18.2034,0.0164,17.9691,0.0191,16.1273,0.0249
2M06445317-5141548,18.701,0.0163,18.4729,0.019,16.8358,0.0217
2M06445523-5139244,18.5976,0.016,18.3865,0.019,16.7018,0.0219
2M06445560-5034198,0.0,0.0,0.0,0.0,0.0,0.0
2M06450112-5137438,18.2364,0.0159,17.9697,0.0191,16.073,0.0225
2M06450461-5114268,18.8443,0.0454,18.8754,0.0373,17.2566,0.0533
2M06451085-5043117,16.2147,0.0116,16.2952,0.0152,15.0736,0.017
2M06451085-5043117,16.216,0.0115,16.2566,0.0153,15.0864,0.0175
2M06451265-5109151,16.3231,0.0115,16.3853,0.0154,15.1664,0.0172
2M06451265-5109151,0.0,0.0,0.0,0.0,0.0,0.0
2M06451314-5024232,18.51,0.0128,18.3911,0.0162,16.8222,0.0189
2M06451314-5024232,0.0,0.0,0.0,0.0,0.0,0.0
2M06451317-5029344,18.3463,0.0126,18.1887,0.0161,16.5795,0.0204
2M06451317-5029344,0.0,0.0,0.0,0.0,0.0,0.0
2M06451353-5137272,19.0183,0.0168,18.7509,0.0193,17.0199,0.0224
2M06451394-5114555,18.7606,0.016,18.5709,0.0191,16.9338,0.022
2M06451544-5134124,0.0,0.0,0.0,0.0,0.0,0.0
2M06451734-5111551,16.4642,0.0147,16.4939,0.0183,15.2053,0.02
2M06451734-5111551,16.4804,0.0116,16.5246,0.0155,15.2094,0.0178
2M06452048-5048472,16.5732,0.0117,16.6052,0.0155,15.3217,0.0174
2M06452048-5048472,0.0,0.0,0.0,0.0,0.0,0.0
2M06452050-5032153,16.4804,0.0116,16.3657,0.0156,14.7565,0.019
2M06452476-5042451,19.1139,0.0487,19.2181,0.0519,17.6199,0.0555
2M06452476-5042451,19.098,0.0465,19.3407,0.0514,17.6185,0.0545
2M06452476-5139402,18.3948,0.0159,18.1542,0.0195,16.1308,0.0233
2M06452889-5041520,18.3449,0.0128,18.1609,0.0162,16.3105,0.0202
2M06452889-5041520,18.3207,0.013,18.1343,0.0162,16.2988,0.0206
2M06453095-5049271,17.6595,0.0118,17.6411,0.0165,15.5533,0.0217
2M06453129-5045315,18.231,0.0126,18.0802,0.0162,16.2858,0.02
2M06453129-5045315,18.2748,0.0129,18.0564,0.0166,16.2928,0.02
2M06453267-5044263,0.0,0.0,0.0,0.0,0.0,0.0
2M06453417-5119354,18.3844,0.0163,18.1078,0.0196,16.2392,0.0224
2M06453554-5142400,18.0145,0.0159,17.7603,0.0189,15.91,0.0223
2M06453555-5023090,18.5033,0.0126,18.3243,0.0162,16.631,0.0195
2M06453619-5058009,18.2267,0.0125,18.0391,0.016,16.401,0.0193
2M06453801-5102054,18.542,0.0133,18.3152,0.0161,16.5528,0.02
2M06453804-5039389,18.5889,0.0128,18.5333,0.0159,17.0497,0.0187
2M06453804-5039389,18.5806,0.0124,18.5099,0.0161,17.0473,0.0201
2M06453876-5043548,17.7318,0.044,17.8251,0.0425,16.1257,0.0555
2M06453876-5043548,17.7332,0.0475,17.8826,0.0568,16.125,0.0613
2M06453902-5104113,18.4599,0.0137,18.1998,0.0165,16.4045,0.0201
2M06453936-5101008,18.5328,0.013,18.3255,0.0164,16.6191,0.0199
2M06454106-5120440,18.321,0.0165,18.0396,0.0193,16.093,0.0237
2M06454124-5134449,0.0,0.0,0.0,0.0,0.0,0.0
2M06454184-5110319,18.5316,0.016,18.3524,0.0189,16.7336,0.0215
2M06454184-5110319,18.5917,0.0129,18.3941,0.0165,16.756,0.0197
2M06454535-5036445,16.6687,0.0115,16.6216,0.0155,15.1794,0.0179
2M06455129-5136444,18.4877,0.0161,18.2884,0.0189,16.6696,0.0214
2M06455321-5036413,18.0409,0.0127,17.7832,0.0163,15.9523,0.0199
2M06455370-5104243,18.3981,0.0135,18.1729,0.0183,16.2825,0.0249
2M06455397-5105476,18.3824,0.0133,18.2557,0.0163,16.6931,0.0191
2M06455504-5050352,18.08,0.0144,17.8429,0.0171,16.0756,0.0207
2M06455768-5059407,17.9492,0.0126,17.7252,0.0162,15.8908,0.0203
2M06455941-5054169,18.7185,0.0129,18.5406,0.0164,16.9061,0.0192
2M06460229-5129040,18.2877,0.0157,18.0564,0.0189,16.2999,0.022
2M06460229-5129040,0.0,0.0,0.0,0.0,0.0,0.0
2M06460273-5050321,18.8112,0.013,18.6513,0.0166,16.9754,0.0195
2M06460330-5108441,18.4513,0.0123,18.3351,0.016,16.7408,0.0192
2M06460473-5043455,18.0661,0.012,17.9704,0.016,16.254,0.0192
2M06460473-5043455,18.067,0.0123,17.9365,0.0162,16.2301,0.0193
2M06461061-5135175,18.6854,0.041,18.7073,0.0385,17.2774,0.0454
2M06461061-5135175,0.0,0.0,0.0,0.0,0.0,0.0
2M06461271-5124200,18.0511,0.016,17.8244,0.019,15.9447,0.0224
2M06461271-5124200,0.0,0.0,0.0,0.0,0.0,0.0
2M06461766-5048331,18.3787,0.0168,18.1492,0.0209,16.1552,0.0373
2M06462255-5137054,18.3035,0.0161,18.0709,0.0192,16.1438,0.0227
2M06462307-5030279,18.2977,0.0127,18.0806,0.0162,16.3411,0.0194
2M06462313-5056558,18.8002,0.014,18.4903,0.0164,16.6767,0.0201
2M06462313-5056558,0.0,0.0,0.0,0.0,0.0,0.0
2M06462407-5111594,0.0,0.0,0.0,0.0,0.0,0.0
2M06462806-5043230,18.8479,0.0132,18.6853,0.0162,17.0786,0.0194
2M06462806-5043230,18.8272,0.0139,18.6461,0.0165,17.0299,0.0198
2M06462806-5043230,0.0,0.0,0.0,0.0,0.0,0.0
2M06462894-5109056,18.8616,0.0129,18.6629,0.0166,16.9467,0.0199
2M06462894-5109056,0.0,0.0,0.0,0.0,0.0,0.0
2M06463052-5103294,18.3111,0.0135,18.0647,0.0164,16.1756,0.0214
2M06463243-5047320,18.8596,0.0138,18.6076,0.0167,16.8135,0.0214
2M06463590-5125220,18.7752,0.0165,18.6455,0.0194,16.9024,0.022
2M06463881-5109438,18.6937,0.016,18.6008,0.0194,16.943,0.0223
2M06463881-5109438,18.7876,0.0135,18.6099,0.0166,16.9949,0.0192
2M06463881-5109438,0.0,0.0,0.0,0.0,0.0,0.0
2M06464145-5133131,16.7417,0.0147,16.7661,0.0184,15.4543,0.02
2M06464209-5055315,18.0466,0.0135,17.7628,0.0165,15.9528,0.02
2M06464215-5030399,18.7659,0.0136,18.529,0.0164,16.9539,0.0192
2M06464395-5118050,0.0,0.0,0.0,0.0,0.0,0.0
2M06464443-5105413,18.8014,0.014,18.5365,0.0166,16.8301,0.0206
2M06464477-5049461,18.7351,0.0135,18.4675,0.0169,16.6672,0.0201
2M06464509-5037115,17.6713,0.015,17.5241,0.0213,15.6943,0.0343
2M06464946-5032029,18.808,0.0135,18.5087,0.0164,16.7033,0.0199
2M06465900-5045023,18.8045,0.0138,18.5851,0.0166,16.9004,0.0198
2M06465900-5045023,18.8404,0.0136,18.6075,0.0191,16.9158,0.0233
2M06470402-5101088,18.3461,0.0133,18.0777,0.0162,16.4567,0.0223
2M06470402-5101088,0.0,0.0,0.0,0.0,0.0,0.0
2M06471228-5051323,18.2821,0.0124,18.2596,0.0167,16.4363,0.0203
2M06471257-5052589,18.4456,0.0136,18.1614,0.0162,16.5355,0.0194
2M06471419-5037450,16.2084,0.025,16.2654,0.017,14.8902,0.0389
2M06472141-5112272,18.287,0.0131,18.0395,0.0165,16.2173,0.0201
2M06472219-5046228,18.8484,0.0162,18.7118,0.017,17.0761,0.0197
2M06472582-5045250,18.3817,0.0132,18.1646,0.0164,16.1204,0.0212
2M06472582-5045250,18.3974,0.0132,18.1329,0.0167,16.1048,0.0228
2M06472679-5057077,18.521,0.0133,18.3268,0.0163,16.8288,0.0193
2M06473318-5048107,18.4351,0.0129,18.2945,0.0164,16.7478,0.0208
2M06473442-5112509,18.0018,0.0129,17.7517,0.0166,15.8845,0.0209
2M06474251-5050006,17.0192,0.012,16.8905,0.016,15.2061,0.0193
2M06474347-5056052,18.1745,0.0561,18.3268,0.0647,16.4949,0.0689
2M06474426-5058113,16.5437,0.0115,16.5699,0.0155,15.2231,0.0177
2M06474846-5106382,18.7494,0.0134,18.5376,0.0165,16.7946,0.0208
2M06475192-5114427,19.2261,0.0628,19.449,0.0743,17.8913,0.0795
2M06480038-5057075,18.7076,0.0398,18.8825,0.0458,17.2054,0.0489
2M13535174+1449290,0.0,0.0,0.0,0.0,0.0,0.0
2M13540544+1458150,0.0,0.0,0.0,0.0,0.0,0.0
2M13540620+1435282,17.866001,0.055,17.84,0.064,16.685,0.076
2M13541601+1409196,18.959,0.027,18.787,0.027,15.669,0.042
2M13541686+1526268,15.155001,0.015,15.029,0.018,14.232,0.041
2M13541769+1503417,17.879,0.047,17.865,0.049,16.523,0.059
2M13541778+1413503,10.732,0.083,10.276,0.168,9.785,0.135
2M13541778+1413503,0.0,0.0,0.0,0.0,0.0,0.0
2M13542183+1427279,17.648,0.048,17.665,0.056,16.157,0.06
2M13542546+1435568,18.084,0.031,18.024,0.037,16.735,0.056
2M13542575+1534066,17.691,0.031,17.721,0.033,16.224,0.047
2M13542611+1441516,18.591,0.045,18.503,0.035,17.213,0.062
2M13542611+1441516,0.0,0.0,0.0,0.0,0.0,0.0
2M13543009+1440326,17.912,0.062,17.939,0.069,16.501,0.066
2M13544089+1520421,17.592001,0.044,17.61,0.05,16.143,0.057
2M13544141+1401591,15.7005005,0.0127475485,15.629,0.014534442,14.419,0.03290137
2M13544252+1416051,18.960001,0.025,18.879,0.028,15.691,0.04
2M13544485+1413541,18.595001,0.058,18.615,0.069,17.248,0.071
2M13544933+1436384,17.434,0.039,17.45,0.044,15.955,0.055
2M13545748+1458087,17.621,0.054,17.643,0.056,16.111,0.063
2M13545781+1521491,17.931,0.017,17.736,0.019,16.448,0.041
2M13545781+1521491,0.0,0.0,0.0,0.0,0.0,0.0
2M13545882+1358001,15.187,0.017,15.112,0.021,14.058,0.05
2M13545978+1425427,16.869,0.017,16.501,0.02,14.961,0.045
2M13545978+1425427,0.0,0.0,0.0,0.0,0.0,0.0
2M13550278+1447131,17.958,0.046,17.952,0.048,16.561,0.058
2M13550299+1415236,17.678,0.02,17.573,0.021,16.263,0.04
2M13550748+1352350,17.282,0.062,17.344,0.068,15.894,0.076
2M13551065+1434161,18.408,0.04,18.353,0.044,17.042,0.059
2M13551135+1436080,16.804,0.048,16.811,0.054,15.343,0.065
2M13551695+1456083,17.642,0.024,17.466,0.02,16.236,0.047
2M13552167+1401380,17.7105,0.0383471,17.7075,0.043185648,16.317,0.04954291
2M13552189+1442325,18.862,0.082,18.82,0.091,17.6,0.103
2M13552189+1442325,0.0,0.0,0.0,0.0,0.0,0.0
2M13552396+1427054,18.164,0.043,18.145,0.046,16.765,0.063
2M13552837+1533446,16.134,0.015,16.05,0.017,14.714,0.04
2M13553022+1448105,16.726,0.05,16.73,0.051,15.169,0.065
2M13553047+1510338,0.0,0.0,0.0,0.0,0.0,0.0
2M13553976+1412007,18.039,0.088,18.02,0.094,16.577,0.091
2M13554017+1517593,18.237,0.039,18.225,0.047,17.037,0.06
2M13554017+1517593,0.0,0.0,0.0,0.0,0.0,0.0
2M13554768+1422309,17.57,0.051,17.582,0.055,16.101,0.068
2M13555066+1516172,17.614,0.019,17.487,0.021,16.255,0.041
2M13555233+1351276,18.229,0.064,18.334,0.074,17.136,0.085
2M13555233+1351276,0.0,0.0,0.0,0.0,0.0,0.0
2M13555607+1353382,17.433,0.034,17.541,0.04,16.051,0.061
2M13555734+1521211,18.435,0.019,18.179,0.02,15.481,0.04
2M13555814+1403413,18.074001,0.074,18.053,0.081,16.634,0.091
2M13555866+1440352,17.452,0.018,17.061,0.02,15.236,0.045
2M13560606+1510061,15.879,0.017,15.677,0.019,14.555,0.04
2M13560765+1406032,15.413,0.019,15.252,0.019,14.31,0.039
2M13560769+1501399,14.988001,0.01430035,14.8585,0.0134350285,14.035,0.0304795
2M13561084+1351187,17.118,0.054,17.194,0.063,15.608,0.079
2M13561084+1351187,0.0,0.0,0.0,0.0,0.0,0.0
2M13562003+1423544,19.015001,0.08,18.958,0.084,17.779,0.103
2M13562003+1423544,0.0,0.0,0.0,0.0,0.0,0.0
2M13562167+1536506,18.312,0.019,18.062,0.02,15.434,0.04
2M13562179+1419155,0.0,0.0,0.0,0.0,0.0,0.0
2M13562227+1515564,18.534,0.048,18.489,0.057,17.247,0.069
2M13562523+1429000,17.561,0.095,17.629,0.105,16.28,0.111
2M13562523+1429000,0.0,0.0,0.0,0.0,0.0,0.0
2M13563116+1348338,17.057001,0.038,17.141,0.045,15.538,0.066
2M13563185+1501176,0.0,0.0,0.0,0.0,0.0,0.0
2M13564224+1405109,17.225,0.019,16.831,0.02,15.003,0.039
2M13564787+1543259,17.546,0.064,17.511,0.071,16.039,0.076
2M13564833+1442082,9.719001,0.075,9.687,0.066,9.663,0.078
2M13564846+1546314,17.811,0.023,17.506,0.022,15.072,0.044
2M13564944+1327476,17.979,0.086,18.057,0.095,16.829,0.102
2M13565862+1559037,0.0,0.0,0.0,0.0,0.0,0.0
2M13565956+1434523,0.0,0.0,0.0,0.0,0.0,0.0
2M13570369+1420468,0.0,0.0,0.0,0.0,0.0,0.0
2M13570593+1537263,0.0,0.0,0.0,0.0,0.0,0.0
2M13571181+1447527,17.625,0.016,17.397,0.021,16.054,0.039
2M13571333+1354236,16.831001,0.048,16.753,0.044,15.253,0.05
2M13571659+1512354,0.0,0.0,0.0,0.0,0.0,0.0
2M13571749+1445169,16.833,0.041,16.836,0.047,15.367,0.057
2M13572286+1326484,17.371,0.016,17.038,0.017,15.266,0.033
2M13572339+1527336,18.149,0.069,18.15,0.077,16.932,0.091
2M13572458+1543438,0.0,0.0,0.0,0.0,0.0,0.0
2M13572531+1521102,16.078001,0.02,15.7,0.021,14.194,0.034
2M13572531+1521102,0.0,0.0,0.0,0.0,0.0,0.0
2M13572546+1447346,15.379,0.015,15.249,0.02,14.323,0.038
2M13572950+1337376,18.543001,0.086,18.648,0.098,17.475,0.106
2M13572966+1500172,17.998001,0.011313709,17.6915,0.015206906,15.203,0.051159065
2M13574065+1406583,17.946001,0.018,17.86,0.023,16.614,0.044
2M13574104+1444106,17.672,0.064,17.631,0.073,16.243,0.084
2M13574632+1350469,18.1,0.062,18.144,0.074,16.815,0.077
2M13574632+1350469,0.0,0.0,0.0,0.0,0.0,0.0
2M13574715+1502492,15.367001,0.012,15.21,0.019,14.35,0.095
2M13574742+1547150,17.469,0.015,17.075,0.018,15.002,0.032
2M13574772+1426233,10.932,0.059,10.668,0.078,10.084,0.092
2M13574772+1426233,0.0,0.0,0.0,0.0,0.0,0.0
2M13574846+1451505,17.49,0.016,17.391,0.021,16.131,0.039
2M13575122+1342222,17.546,0.031,17.571,0.037,16.089,0.053
2M13575143+1601075,15.8220005,0.013,15.661,0.017,14.49,0.032
2M13575495+1330441,15.448,0.015,15.375,0.015,14.556,0.033
2M13575652+1528186,15.656,0.02,15.508,0.02,14.651,0.034
2M13575861+1530568,10.386001,0.036,10.31,0.053,9.512,0.072
2M13575861+1530568,0.0,0.0,0.0,0.0,0.0,0.0
2M13580307+1543534,18.2,0.068,18.23,0.078,17.081,0.08
2M13580418+1550132,17.544,0.053,17.619,0.064,16.072,0.067
2M13580654+1435057,17.679,0.047,17.635,0.048,16.278,0.064
2M13582042+1343460,18.066,0.028,17.947,0.032,16.503,0.051
2M13582244+1354293,16.962,0.018,16.578,0.024,15.012,0.044
2M13582246+1427209,17.916,0.12,17.889,0.108,16.718,0.102
2M13582246+1427209,0.0,0.0,0.0,0.0,0.0,0.0
2M13582397+1546282,18.226,0.017,17.915,0.019,15.388,0.032
2M13582580+1532321,16.213001,0.02,15.929,0.021,14.604,0.035
2M13582708+1329047,16.697,0.061,16.755,0.069,15.18,0.085
2M13583270+1539183,17.919,0.021,17.806,0.022,16.586,0.035
2M13583270+1539183,0.0,0.0,0.0,0.0,0.0,0.0
2M13583380+1421083,17.928,0.022,17.865,0.021,16.504,0.04
2M13583628+1328584,16.971,0.07,17.04,0.075,15.365,0.086
2M13583651+1341332,16.146,0.023,16.005,0.026,14.804,0.054
2M13583651+1341332,0.0,0.0,0.0,0.0,0.0,0.0
2M13583779+1409206,17.412,0.048,17.463,0.052,15.877,0.067
2M13583962+1600067,18.003,0.084,18.102,0.092,16.677,0.083
2M13584098+1412280,0.0,0.0,0.0,0.0,0.0,0.0
2M13584534+1322269,15.582001,0.015,15.472,0.015,14.505,0.033
2M13585251+1440452,0.0,0.0,0.0,0.0,0.0,0.0
2M13590038+1532552,0.0,0.0,0.0,0.0,0.0,0.0
