3992.3810   ;Ce II
3992.3900   ;Fe I
3992.6340   ;Fe I
3992.8020   ;V I
3992.8270   ;Cr I
3993.1060   ;Fe I
3993.3020   ;Sm II
3993.6170   ;Fe I
3993.8180   ;Ce II
3994.0000   ;Fe I
3994.1130   ;Fe I
3994.5380   ;Co I
3994.6740   ;Ti I
3995.2040   ;Fe I
3995.3020   ;Co I
3995.7490   ;La II
3995.9830   ;Fe I
3996.2600   ;Fe I
3996.5970   ;Sc I
3996.7780   ;Fe I
3996.9640   ;Fe I
3997.1220   ;V II
3997.3920   ;Fe I
3997.4840   ;Fe I
3997.8970   ;Co I
3998.0530   ;Fe I
3998.6360   ;Ti I
3998.9680   ;Zr II
3999.2370   ;Ce II
3999.3420   ;Ti I
3999.6580   ;Cr I
4000.0430   ;Ti I
4000.2520   ;Fe I
4000.4570   ;Fe I
4001.4220   ;Cr I
4001.6620   ;Fe I
4002.0720   ;Fe II
4002.4680   ;Ti I
4002.6610   ;Fe I
4002.9360   ;V II
4003.7610   ;Fe I
4004.0100   ;Nd II
4004.3980   ;Zr I
4004.8270   ;Fe I
4004.9780   ;Fe I
4005.2410   ;Fe I
4005.3860   ;Fe I
4005.4820   ;Fe I
4005.7080   ;V II
4005.9590   ;Ti I
4006.1570   ;Fe I
4006.3110   ;Fe I
4006.6240   ;Fe I
4006.7610   ;Fe I
4007.2720   ;Fe I
4007.4350   ;Nd II
4007.6010   ;Zr I
4008.0530   ;Ti I
4008.1650   ;V II
4008.4320   ;Sc II
4008.6040   ;Sc II
4008.7540   ;W I
4008.9270   ;Ti I
4009.5420   ;Fe I
4009.7130   ;Fe I
4009.9840   ;Ni I
4010.1770   ;Fe I
4010.7490   ;Fe I
4010.9480   ;Fe I
4011.0860   ;Co I
4011.4080   ;Fe I
4011.5350   ;Ti I
4011.7110   ;Fe I
4011.8890   ;Fe I
4012.1490   ;Fe I
4012.2500   ;Nd II
4012.3870   ;Ce II
4012.3960   ;Ti II
4012.4610   ;Cr I
4012.7040   ;Nd II
4012.7910   ;Ti I
4013.2410   ;Ti I
4013.5830   ;Ti I
4013.6400   ;Fe I
4013.8030   ;Fe I
4013.9380   ;Co I
4014.2650   ;Fe I
4014.4750   ;Sc II
4014.5310   ;Fe I
4014.6520   ;Cr I
4014.8990   ;Ce II
4015.3740   ;Ti I
4015.6060   ;Fe I
4015.8770   ;Ce II
4016.2760   ;Ti I
4016.4190   ;Fe I
4016.5390   ;Fe I
4016.9640   ;Ti I
4017.0830   ;Fe I
4017.1490   ;Fe I
4017.4620   ;Fe I
4017.5660   ;Ni I
4017.7670   ;Ti I
4018.1020   ;Mn I
4018.2680   ;Fe I
4018.3830   ;Zr II
4018.8260   ;Nd II
4019.0420   ;Fe I
4019.0670   ;Ni I
4019.2850   ;Co I
4019.8100   ;Nd II
4019.8270   ;Sm II
4020.0200   ;Fe I
4020.3920   ;Sc I
4020.4840   ;Fe I
4020.8950   ;Co I
